PMCID,ID,Label,Selected Text,Start,End,Valid Prompt
1794491,11622,significantly increase,"The magnitude of elevation in CCK concentration was greater in patients during the 2 kcal/minute infusion (AUC (0–180 min): 255 ± 34 versus 176 ± 22 pmol/l.min, P = 0.045), but not the 1 kcal/minute infusion (AUC (0–180 min): 110 ± 42 versus 140 ± 26 pmol/l.min, P = 0. 42), compared with healthy subjects.",26458,26821,True
3531427,11740,no significant difference,Iloprost inhalation did not affect 6-minute walking distance (p = 0.36; Table 3 ; Figure 2 ).,30035,30263,True
3698086,11914,significantly increase,"In DH+ TO lungs, the relative abundance of elastin-containing secondary crests was increased as compared to DH lungs (P = 0.01), above the level of SHAM lungs (P = 0.017).",55663,55868,True
3698086,11914,significantly increase,Finally SHAM lungs subjected to TO showed an increased in the relative abundance of elastin-secondary crests (P = 0.013).,56036,56175,True
1847837,11589,significantly increase,"With an individual patient change in ACQ score of 0.5 signifying a clinically relevant change in health status [24], 50% of subject improved on AKL1, 22% of subjects improved on placebo and 28% had similar health status changes on AKL and placebo.",27735,28021,True
4301658,12798,significantly decreased,"In the moxibustion group, the Birmingham IBS Symptom Scale and IBS QOL Scale scores significantly decreased, from 28.27 ± 6.64 to 9.00 ± 4.05 (P < 0.01) and 80.33 ± 8.49 to 48.27 ± 7.69 (P < 0.01), respectively, after treatment. In the control group, the Birmingham IBS Symptom Scale and IBS QOL Scale scores significantly decreased, from 27.38 ± 3.95 to 21.46 ± 4.31 (P < 0.01) and 80.54 ± 8.27 to 70.62 ± 7.42 (P < 0.01), respectively, after treatment. The decreases in the Birmingham IBS Symptom Scale and IBS QOL Scale scores in the moxibustion group was significantly greater than those in the control group (P < 0.01)",27412,28035,True
3691744,12212,significantly increase,"In all AZD3199 treatment groups, FEV1 measurements post-salbutamol inhalation increased by approximately 50 ml over the course of the study.",52712,52864,True
3691744,12212,significantly increase,"Numerically, but not statistically, larger increases in post-salbutamol FEV1 values were observed for the AZD3199 treatment arms than for the placebo and formoterol 9 μg treatment arms.",52864,53061,True
3672764,13144,no significant difference,"the trends in pain reduction among the three treatment groups were similar when pain was assessed using the Likert scale and the NRS; no significant differences were observed with rilonacept plus indomethacin relative to indomethacin monotherapy, but indomethacin monotherapy was significantly superior to rilonacept monotherapy at all time points (P < 0.05).",27914,28290,True
5834159,13281,no significant difference,"Although the Kaplan-Meier plot (Fig 2) suggested that linkage to care may have been faster in the PoC CD4 arm compared to the SoC arm, there was again no statistical evidence for an effect (p-value from log-rank test = 0.30; Fig 2).",48975,49312,True
5826979,12826,no significant difference,"At baseline, between the 3 groups there was no significant difference in numbers at the intention to act stage (FAQ, 53/104; LIST, 48/74; CONTROL, 37/60; χ24=8.2, P=.09).",35073,35300,True
529470,11421,significantly decreased,"We found significantly fewer early failures in the cautery study than in the fascial interposition group from the randomized controlled trial: 1.0% (4/389) versus 4.9% (20/410) (p = 0.0014 by the Fisher exact test). The adjusted odds ratio was 4.8 (95% CI, 1.6–14.3), indicating nearly a five-fold higher risk of early failure in the fascial interposition study than in the cautery study.",17244,17633,True
4364400,12750,no significant difference,"There was no significant difference in qualitative vascular enhancement between gadopentetate dimeglumine and gadoxetic acid, with the exception of higher scores for hepatic veins on gadopentetate dimeglumine-set (9.7 ± 1.6) vs. gadoxetic acid-set (7.3 ± 1.9, P < 0.005) for observer 2.",27992,28295,True
5836873,12335,no significant difference,There was no significant group difference between the intervention and control groups on the CES‐D or GAD‐7 or for self‐efficacy.,40339,40470,True
1914252,11467,significantly decreased,"A significant reduction in antibodies against oxidized LDL was seen in the aggressive (13.4%; P < 0.001) and the conventional (26.8%; P < 0.001) group, but there was no difference between groups (P = 0.25).",5171,5434,True
5511975,11689,significantly increase,Results showed that CD4 levels increased significantly after 90 days (p=0.001) in the intervention group who received IMOD in addition to the HAART regimen.,24828,24985,True
5511975,11689,significantly increase,"In this study, a slight increase was observed in CD4 in the control group who received the HAART regimen only; however, the mean difference was not significant (p=0.87).",25248,25419,True
4752899,13222,no significant difference,"There was also a difference between groups in the percent change in S. japonicum (epg) from screening to 22 weeks gestation, though this did not reach statistical significance (−53.11 versus 128.7; P = 0.054).",30752,30998,True
3728073,11875,significantly decreased,The fold change of HBP at day 7 versus day 0 in patients treated with simvastatin was significantly (p = 0.014) lower than in placebo-treated patients (Figure 3D).,17129,17329,True
3728073,11875,significantly decreased,The fold change of HBP at day 7 versus day 0 was expressed for patients who have received placebo or 80 mg simvastatin.,16124,16244,True
5759220,11880,significantly decreased,"treatment with liraglutide caused a significant reduction in PWV, AI, systolic blood pressure and central systolic blood pressure (p < 0.05, Tables 2 and 3) while these changes were not evident in patients treated with metformin (p > 0.05) after adjusting for HbA1c, weight, BMI and waist circumference. Thus, post treatment patients that received liraglutide had lower PWV, AI, systolic blood pressure and central systolic blood pressure than those on metformin (p < 0.05).",29818,30377,True
3744251,12435,no significant difference,"The present study revealed that there was statistically insignificance difference between the annual cost per-test of the study group and control group in pre-intervention (P=0.39) while, significant improved in average annual cost per-test was observed in post – intervention of study group (P=0.019), this result indicating that adoption of ISO 15189 largely affect the cost of test",23636,24054,True
1913056,11368,no significant difference,"Basal urinary recovery of L-rhamnose was not significantly affected by ingestion of indomethacin plus placebo, ATP or adenosine (Table 1).",25438,25621,True
5827033,11998,significantly decreased,"Time to first flatus in the TEA group was significantly shorter than in the control group (73.19 ± 15.61 vs 82.82 ± 20.25 h, P = 0.038)",19623,19792,True
4706730,12579,significantly decreased,"Duration of hospitalization in double dose group was significantly lower than that of the single dose group (11.55 vs. 14.76 d, P < 0.001).",29822,29961,True
4675066,13025,no significant difference,"The mean composite score of the children did not differ between the iodine and the placebo groups in cognitive (99.4 ± 12.2 versus 101.7 ± 8.2, mean difference (MD): −2.3; 95 % confidence interval (CI) −7.8, 3.2; P = 0.42), language (97.2 ± 12.2 versus 97.9 ± 11.5, MD −0.7; 95 % CI −7.0, 5.6; P = 0.83) or motor (93.9 ± 10.8 versus 92.4 ± 9.7, MD 1.4; 95 % CI −4.0, 6.9; P = 0.61) development (Table 2).",22949,23445,True
5739614,13019,no significant difference,Baseline serum CK-MB and cTnI levels were normal and not significantly different between the TMZ and control groups.,22021,22137,True
58836,11369,no significant difference,"Presenting cardiovascular risk as either an AR or NNT had no impact reducing cardiovascular risk at 12 month follow up, adjusted odds ratio 1.53 (95%CI 0.76 to 3.08). There was no difference between the two groups in systolic (adjusted difference 0.97 mmHg, 95%CI -2.34 mmHg to 4.29 mmHg) or diastolic (adjusted difference 0.70 mmHg, 95%CI -1.05 mmHg to 2.45 mmHg) blood pressure.",3871,4251,True
58836,11369,no significant difference,Cardiovascular risk increased in both groups during the 12 months of follow up,13244,13322,True
5752804,12078,no significant difference,The comparative incidence of nausea and vomiting and other side effects such as hypotension and bradycardia was not significant statistically except for the incidence of shivering in dexmedetomidine group (2%) as compared to PCM group (16%).,15584,15825,True
88884,11184,no significant difference,Smoking decreases the amount of air that gets into your lungs ........................	86.5	89.6	N.S.	90.2	N.S,24180,24405,True
2649924,12564,no significant difference,The types of patients examined in this study require treatment for their atrial fibrillation. Our study shows that both amiodarone and magnesium sulphate work safely and sufficiently rapidly for this purpose.,33979,34188,True
1550632,11531,significantly increase,The original program was more effective than the modified program in helping current smokers in the contemplation stage of change quit smoking and in helping former smokers avoid relapse.,38451,38639,True
5557991,11780,significantly decreased,"During local anesthesia administration, the children sedated with intranasal midazolam demonstrated significantly more movement (P=0.001) than those sedated with ketamine.",24291,24462,True
5557991,11780,significantly decreased,Ketamine (0.5mg/kg) led to fewer movements,5164,5206,True
3616744,13200,significantly increase,"During the randomized withdrawal phase, symptom relapse (defined as ≥ 50% increase in ADHD-RS-IV score and an increase in CGI-S rating ≥ 2, indicating deterioration of symptom control) was seen in 8.9% of subjects who continued on LDX, compared with 75% of subjects assigned a placebo (P < 0.0001) (Figure 4).",23170,23547,True
59610,11166,significantly decreased,"Interestingly, a statistically significant reduction in total mortality in patients treated with LMWHs was also found in this meta-analysis.",10723,10864,True
5852975,11969,significantly increase,Improved acceptance of illness	3.15 ± 0.51	3.65 ± 0.53	0.03,37884,37982,True
5852975,11969,significantly increase,"In addition, mean scores for all seven empowering outcomes were higher in the SM group vs. the control group",36454,36563,True
1852556,11564,significantly decreased,the present study showed a significant improvement in LDL-C occurred with the present number of subjects indicating that the effect of plant sterol ester is significant.,29027,29196,True
1852556,11564,significantly decreased,"There was no significant change in any of the measurements within the placebo phase (Table 1). Within the treatment phase, in comparison to day 7, LDL was significantly reduced at day 21(P < 0.05),",17095,17331,True
4748323,11772,significantly decreased,"the 16-week iStoppFalls exercise program reduced physiological fall risk as hypothesized and additional subgroup analyses revealed that intervention participants with better adherence also improved in postural sway, stepping reaction and executive function.",56520,56778,True
4469426,12399,no significant difference,"Biomarkers of inflammation, including plasma CRP, IL-6, and TNFα, were also not affected by either diet.",38618,38723,True
4745960,13209,significantly increase,"We report more complications in the EX-PRESS P-50 group. At 3, 6, and 12 months follow-up, the control group was found to be free of complications, whereas multiple complications were observed in the EX-PRESS P-50 group at 3 and 6 months follow-up.",4419,4667,True
3717762,11700,no significant difference,"AEs other than ocular were reported for 13.6% (41/301) of bimatoprost PF and 14.2% (42/295) of bimatoprost patients (p=0.828), with nasopharyngitis being the most common. Skin hyperpigmentation AEs, all of which were considered to be treatment-related, were reported for 1.0% (3/301) of bimatoprost PF and 0.7% (2/295) of bimatoprost patients.",36451,36794,True
5827033,12000,significantly increase,"Bowel sounds on day 2 in the TEA group were significantly greater than in the control group (2.30 ± 2.61/min vs 1.05 ± 1.26/min, P = 0.017).",42796,42971,True
4431716,12507,no significant difference,"A drop-out analysis showed that the rate in the study group was 2.2% (8/360) compared to 4.7% (17/360) in the controls (X2 = 3.36; RR = 0.47; 95% CI 0.21–1.08; z = 1.76, p = 0.07).",45408,45600,True
3658908,12032,significantly decreased,"The median baseline fecal calprotectin concentration increased significantly after treatment in both groups. However, when the calprotectin concentration before treatment was set to 1, the fold increase after treatment was significantly higher in Group O (1.0 ± 0.0 to 18.1 ± 37.1, p = 0.0002) than in Group I (1.0 ± 0.0 to 6.0 ± 11.1, p = 0.028) ( p<0.05, Figure 3).",30406,30813,True
3640960,13014,significantly increase,"At day 4, the filgrastim group had significantly higher HBP –concentrations when compared to placebo group 25.1 ng/ml [17.7-35.5 ng/ml] vs. 13.9 ng/ml [12.0-19.5 ng/ml], respectively (p < 0.05).",15783,15978,True
3626633,12467,no significant difference,"Lean mass (kg)
−0.4 ± 1.0
−0.5 ± 1.2
0.77
−0.8 ± 0.9
−1.2 ± 1.7
0.24
−1.1 ± 1.1
−1.4 ± 1.2
0.3",8104,8630,True
5490100,12155,significantly decreased,"From the discussion, we, therefore, conclude that after showing videos/images in Group I, the HAM-A scoring was extremely, significantly reduced and even if we compared the same Group I before PAC and 1 h before surgery, there was highly significant reduction in anxiety score.",19862,20139,True
1190172,13180,no significant difference,The results indicate that a hand-signed covering letter is unlikely to improve the response rate or time taken to respond to a postal survey when compared with a covering letter bearing a computer printed signature.,10333,10548,True
1949842,11438,no significant difference,"The overall probability of HIV infection or death among infants aged 12 mo of all women enrolled in this study was 11.7% (95% CI 7.5%–15.9%); the probability was 11.2% (95% CI 5.0%–17.4%) among infants born to HAART-treated women, and 12.1% (95% CI 6.4%–17.9%) among infants whose mothers received scARV for PMTCT only (log-rank test, p = 0.90) (Table 4).",38703,39129,True
5728271,12801,significantly increase,"significant improvement was found for efficacy (B=−6.72, 95% CI −8.15 to −5.28, p<0.001) and satisfaction (B=−4.48, 95% CI −6.27 to −2.69, p<0.001) for parents in the intervention group.",6501,6688,True
32174,11175,significantly decreased,"More PHR than control group patients felt ready to go home at the point of discharge (82% vs. 60%, p=0.14), but control group patients were more likely to have been instructed in how to cope at home (49% vs. 33%, p=0.11).",23969,24192,True
5722253,12175,no significant difference,"The surface roughening observed in composite samples after exposure to a common OTC dental whitening strip was not observed in such samples after exposure to a novel whitening strip formulation. Both strips caused similar levels and types of color change in composite materials, with minimal effects on dental porcelain.",24776,25096,True
5883519,12473,significantly decreased,"In this study, after 6 months of rhGH treatment, the serum ALT and AST were significantly decreased compared with the untreated control group.",38385,38528,True
1847683,11453,significantly decreased,A dosage of 6 grams concentrated β-glucan per day for six weeks produced significant reduction from baseline in total and LDL cholesterol. The reduction in LDL cholesterol was significantly greater than in the control group.,42270,42495,True
1847683,11453,significantly decreased,Treatment of oat β-glucan significantly lowered LDL cholesterol compared to control (p < 0.026).,26520,26617,True
3655222,11856,significantly decreased,"The need for additional uterotonics was significantly lower after carbetocin versus the subgroup oxytocin 5 IU (3.1 vs. 9.3 %, p = 0.0067),",20286,20442,True
3769981,12770,no significant difference,"Increases in 24-h urinary calcium excretion from baseline to last on-treatment assessment paralleled changes in serum calcium, with 19.73-mg (P = 0.003 versus placebo) and 26.12-mg increases (P < 0.001 versus placebo) for the paricalcitol 1- and 2-μg/day groups, respectively.",24834,25112,True
3376123,11867,no significant difference,At 12 weeks there was no significant difference between patients who recorded an rSO2<50% with respect to development of POCD.,37955,38081,True
5809706,12372,no significant difference,"The distribution of device sizes, ease of insertion, and number of insertion attempts were similar between groups.",14404,14519,True
5155184,12541,no significant difference,"There was no significant difference in heart rate, oxygen saturation level, or ECG changes between the two groups.",16613,16727,True
5561409,11820,significantly increase,"During REM sleep, alpha activity was significantly higher in nights with transdermal nicotine patch compared to nights with placebo patch also on the first NREM-REM cycle of the nights (t=−2.673, df=14, p<0.05)",19857,20068,True
1590049,11444,no significant difference,"The median (IQR) HTLV-I proviral load at baseline was 4.2 (2.6–7.5) copies per 100 PBMCs (mean (SD) 3.7 (0.4) log10/100,000 PBMCs). No significant change in proviral load was seen during the first 24 weeks of the study in the active arm compared with the placebo arm (mean difference (SE): 0.02 (0.17), p = 0.92) (Table 3) nor within the placebo arm comparing the first 24 weeks of placebo therapy with the second 24 weeks of active therapy (mean difference (SE): 0.12 (0.16), p = 0.50)",24352,24889,True
5843959,12601,no significant difference,The length of the need for nCPAP was not statistically different in both groups (P = 0.54).,22973,23082,True
3932837,11946,no significant difference,"Between groups, no significant differences of secondary clinical outcomes (PPD, RAL, and RGR) were found for any of the variables at 6 and 12 months (Table 2).",22940,23140,True
3932837,11946,no significant difference,"the NHA and EMD groups showed statistically significant reduction of PPD, increase in recession, and gain of attachment after 6 and 12 months (P < 0.001).",21799,21971,True
3669105,12597,no significant difference,"Improvement in LVEF was significant in both study arms at 6 and 12 months (p = 0.04), normalizing ventricular function in 9/16 evaluable patients. There was no statistical difference between study arms for treatment (p = 0.86) or for the interaction (p = 0.89).",54160,54422,True
5333470,13402,significantly decreased,Cumulative of meperidine supplementary doses at each time intervals after surgery was significantly lesser in the dexmedetomidine gourp than the control group (P = 0.002).,25917,26107,True
1914252,11463,significantly decreased,"Lipid levels decreased significantly in the aggressive treatment group (LDL-C reduction 20.8%; P < 0.001), whereas a slight increase was observed in the conventional group (LDL-C increase 3.7%; P = 0.037).",4928,5170,True
4696193,12413,no significant difference,There were no significant differences in the frequency and duration of these symptoms between the two study groups during the overall follow up.,17883,18027,True
1913056,11365,significantly increase,"Median L/R ratios after indomethacin ingestion with administration of ATP or adenosine remained significantly increased compared to the L/R ratio in the control condition (P < 0.01, Fig. 1).",23174,23407,True
3563445,12821,no significant difference,"When comparing the levels of HITChip signals between children from the placebo group and those who had received L. rhamnosus GG for their first 6 months of life, no statistically significant differences were observed at the age of 6 months.",36389,36646,True
5873829,13412,no significant difference,"The proportion of patients showing histological improvement by at least one Marsh grade was higher in GFD+P group, though the difference was not statistically significant.",21999,22171,True
5873829,13412,no significant difference,"The median improvement in the Marsh histological grade was higher by one grade in GFD+P group at six months. However, this difference was not seen at 12 months.",26233,26394,True
4771973,11993,no significant difference,"Change in mean carotid IMT did not differ between the metformin and placebo groups (mean between-group difference 0.012 mm (95% CI −0.003 to 0.026), p=0.11,",-1,-1,True
3701833,12743,significantly decreased,"Intragroup comparison of the PD and CAL at baseline, 12 weeks, and 24 weeks showed a statistically significant reduction in mean scores across all the groups with the differences being more significant from the baseline to 12 and 24 weeks (P<0.001). In the lycopene group, however, this reduction was significant (P=0.001) when the PD at the end of the 12th week was compared to the score at 24 weeks",20463,20901,True
4588424,12021,no significant difference,"Occurrence of lacunar infarction (Fig. 3C), cardioembolic infarction (Fig. 3D), and intracranial hemorrhage (Fig. 3E) was similar between the two groups, so was the occurrence of myocardial infarction, vascular accidents, death, and hospitalization (Table 2).",24675,25096,True
5706695,13311,significantly increase,"Regarding the effectiveness of the training methods, for the taught words at post-test1 both the definition group (b = 0.31, SE = 0.12, 95%CI [0.08, 0.53]) and the context group (b = 0.40, SE = 0.12, 95%CI [0.17, 0.62]) demonstrated significantly more knowledge about the taught words compared to the control group.",74418,74803,True
5706695,13311,significantly increase,At post-test 2 the definition group but not the context group demonstrated significantly more vocabulary knowledge than the control group,82047,82185,True
5884508,13406,significantly increase,"When adjusted for total tissue, the BPDS group had higher median 24-hour TEE as compared to the RYGB patients; 16.9 cal/min/kg (14.1 to 23.7) and 14.1 cal/min/kg (10.8 to 15.2), respectively (p = 0.015). The BPDS group also had a 24% higher total tissue normalised median of mean BMR; 14.3 cal/min/kg (11.0 to 17.5) and 11.5 cal/min/kg (7.2 to 13.5), respectively (p = 0.041).",58473,58849,True
4307364,12018,no significant difference,"After 8 weeks of treatment compared with the baseline values, reduction of monthly migraine frequency, and intensity demonstrated no statistically significant differences between the cinnarizine and topiramate groups (p> 0.05).",22843,23070,True
4307364,12018,no significant difference,"The reduction of monthly migraine frequency showed no significant differences for the cinnarizine group versus the topiramate group (p> 0.05), whereas monthly migraine intensity in the cinnarizine group reached a significant reduction in comparison to the topiramate group (p < 0.05).",23837,24121,True
5827302,13367,significantly decreased,"Independent samples t-test indicated significant between-group differences regarding BAI (Exercise Group=5.6±3.9 vs Control Group= 0.1±2.3, p = 0.02), showing that the exercise group had greater reductions in the scores (Fig. 4).",33022,33318,True
5827302,13367,significantly decreased,Post-hoc analysis revealed a significantly decreased score in BAI in the exercise group post-intervention,32786,32892,True
3769981,12771,significantly decreased,"In the active treatment groups, there was a dose-dependent reduction in iPTH, with a 26.9-pg/mL decrease in the 1-μg/day group (20.9% reduction; P < 0.001 versus placebo) and a 52.7-pg/mL reduction in the 2-μg/day group (48.9% reduction; P < 0.001 versus placebo).",25913,26178,True
3769981,12771,significantly decreased,"In placebo-treated patients, iPTH levels increased to 20.5 pg/mL at the end of treatment and 27.5 pg/mL at 60 days after treatment.",25782,25913,True
5789504,12486,significantly increase,The success rate was 100% (50/50) with C-Mac D-Blade versus 84% (42/50) with Macintosh laryngoscope.,18586,18687,True
5789504,12486,significantly increase,"In Group C, 98% (49/50) patients were intubated in first attempt and one patient required second attempt due to inadequate exposure, and in Group M, 86%(42/50, P = 0.031) were intubated in first attempt, 12% (6/50) required second attempt, and 4% (2/50) patients require third attempt.",18277,18579,True
3757803,11965,no significant difference,"The number of patients who developed severe EA (PAED >15) was significantly lower in group D and group P compared to group C. Compared to group D, group P showed no statistically significant difference.",14987,15189,True
3653866,12157,no significant difference,"The size of induration was not affected by phenol (Figure 4; Wilcoxon’s Signed Rank: P>0.05). Phenol (0.5%) preservation of C-Tb did not influence the immediate pain associated with the injection. Thus, 10/22 patients experienced no difference in VAS score between the left and the right arm. Among the remaining 12, five experienced less pain with the phenol preserved formulation.",27317,27752,True
3653866,12157,no significant difference,Phenol preservation did not affect the response. The specificity of C-Tb was 99.3% (95% CI 96–100%) regarding indurations ≥5 mm as a positive outcome. This was higher than the specificity of PPD (63% using a cut-off of 5 mm or 92% using a cut-off of 15 mm to adjust for non-specific BCG responses).,8032,8330,True
5771543,13182,no significant difference,"Week 8 CGI-I response rate for desvenlafaxine (68.7%) was also greater than placebo, although this comparison did not reach statistical significance (p = 0.343).",34492,34672,True
3718763,12024,significantly increase,"In the IPE 4 g/day group, baseline values were similar between all diabetes subgroups for all lipid, lipoprotein, and inflammatory parameters with the exception of hsCRP, which was numerically higher in the less-controlled diabetes subgroup than in the better-controlled diabetes subgroup.",18466,18755,True
3666902,12086,significantly increase,"After 6 weeks of treatment, patients in the olanzapine group had significantly greater weight gain than patients in the placebo group (2.12 [SE 0.21] kg vs. −0.36 [SE 0.29] kg; p < .001). Also, clinically significant weight gain (≥7% above baseline) occurred more commonly in the olanzapine group (20.2% vs. 1.9%; p = .001).",51786,52120,True
5789504,12485,significantly increase,"The percentage of Cormack–Lehane Grade 1 was much higher in the C-Mac D-Blade group as compared to Macintosh group [Table 3]. Eighty-six percent (43/50) patients had CL Grade 1 versus 30% (15/50, P < 0.001)",17400,17662,True
3751553,12185,no significant difference,"There was no significant increase in MRT during BL, BLF and Ramadan.",31363,31431,True
1969447,11618,no significant difference,relapse-free survival and overall survival were similar in the two treatment groups.,1808,1893,True
1969447,11618,no significant difference,"overall survival was somewhat greater in the placebo group than in the levamisole group, 68% vs 38% (P < 0.08).",1992,2103,True
3663731,12222,no significant difference,"Main analysis revealed that mean NCF scores were significantly lower in the intervention compared to the control group at 2-month follow-up (z=-2.89, p<0.01). The effect remained significant when NCF scores at baseline were carried forward for missing data at the 2-month follow-up as part of an intention to treat analysis (z=-2.83, p<0.01). These effects were not maintained at 6 months (Table 2).",37716,38160,True
3744465,12518,no significant difference,PSPC supplementation over a 17-d period did not alter established biomarkers for inflammation and oxidative stress but was linked to an enhanced gut-derived phenolic signature and ketogenesis in runners during recovery from 3-d heavy exertion.,8690,8933,True
3744465,12518,no significant difference,"The PSPC supplement used in this study contained a high dose of total phenolic compounds (2,136 mg GAE’s), the profiles of which were consistent with what is observed for green tea and fresh blueberries. The polyphenolic content was unchanged over the course of the study and in real terms is equivalent to the daily combined consumption of 3 whole cups of fresh blueberries (148 g/cup) and 1–1/3 cups of brewed green tea with its associated caffeine content (assuming 8 fl oz or 247 mls per cup).",59205,59702,True
2825665,12547,significantly decreased,Significantly less decline was observed on the Disability Assessment for Dementia scale among antibody responders than placebo-treated patients (p=0.015) after 4.6 years.,5653,5841,True
1713262,11484,significantly increase,"on day 14, the prevalence of asexual blood-stage Plasmodium-positive patients was significantly higher in the Cotrifazid group at 15% (11/72) than in the mefloquine group,",35623,35813,True
1713262,11484,significantly increase,Patients in the Cotrifazid group were more likely to develop P. falciparum gametocytaemia on day 14 than those in the mefloquine or quinine + SP groups,36927,37139,True
4354617,12385,no significant difference,"No statistically significant differences in changes in skeletal muscle mass were noted between training two versus three times a week in the present study. However, thrice-weekly training showed greater absolute increases compared with the twice-weekly condition (7.4% vs 4.4%, respectively) and the ESs were considerably larger when training three times a week as well (0.43 versus 0.21, respectively).",29567,29971,True
3483284,11872,significantly decreased,"Overall treatment main effect of supplementing 400 mg of ATP approached significance for both increased low peak torque (Figure 2B) and decreased torque fatigue (Figure 2C). Analysis (Least Squares Means) of the data by each set showed that ATP supplementation significantly increased low peak torque in set 2 (62.3 and 67.2 Nm in placebo- and ATP-supplemented participants, respectively (p < 0.01)).",21786,22260,True
3483284,11872,significantly decreased,"Set 3 torque fatigue also tended to be less with ATP-supplementation (60.5% and 57.8% in placebo- and ATP-supplemented participants, respectively (p < 0.10)).",22261,22419,True
1805771,11258,no significant difference,"Repeated measures ANOVA revealed no statistically significant difference between responses to Statement 4, ""This seems like a logical way to treat low back pain"", (F(2,58) = 0.707, p = 0.497) (Table 4). The partial eta squared (η2p) = 0.024.",28716,29018,True
1977297,11640,no significant difference,"Grouped according to customary size ranges of invasive cancers, the proportion of cases lymph node positive differed in those screen detected compared with controls, but the benefit in favour of screen detection was not constant.",2657,2886,True
1977297,11640,no significant difference,"In comparisons of cancers detected at prevalence and incidence screens, as a test of conformity with screening theory, no significant differences were apparent according to size and lymph node status, yet the characteristics of histological type of cancer discriminated significantly (P less than 0.05).",2887,3191,True
1550632,11530,significantly increase,"Among smokers in the precontemplation and preparation stages of change, there was no statistically significant difference in quit rates between programs; but the original program produced more quitters than the modified program among smokers in the contemplation stage",27918,28186,True
