PMCID,ID,Label,Selected Text,Start,End,Valid Prompt
5722980,13185,no significant difference,"Both groups had statistically significant improvements in symptom severity over time (difference –5.97, 95% CI –8.49 to –3.44, P<.001 for Agoraphobia Free and –6.35, 95% CI –8.82 to –3.87, P<.001 for Stress Free), but there were no significant between-group differences on the primary outcome (difference 0.38, 95% CI –1.96 to 3.20, P=.64).",6545,6942,True
4788673,12139,no significant difference,"When comparing group 3 (sandwich e-learning) with the other groups (post-course learning alone, pre-course learning only, and classroom-based), no significant differences were found both in test D and test E (p = 0.3; p = 0.5) (Fig. 3). Groups 1 and 3 performed significantly better in test A compared to groups 2 and 4 (p < 0.05). Results of tests B and C did not show any significant difference.",21209,21696,True
4188038,13151,no significant difference,"No significant difference was found in any of the measured variables tested before and after supplementation, in both study groups.",6294,6426,True
4188038,13151,no significant difference,Supplementation of 2 g/day of oil containing 1 g ALA did not significantly reduce symptoms in children with ADHD.,6580,6693,True
4188038,13151,no significant difference,"There were no significant differences between study groups at baseline or at trial end in any of the tested parameters. Additionally, there were no significant between-group differences in the changes from pre- to post- supplementation values in any of the measures.",28068,28334,True
4173564,13089,significantly decreased,"On intergroup comparison these changes were statistically insignificant (P > 0.05) until IAETI, but became statistically highly significant (P < 0.01) towards the end of the study period",11778,12001,True
1090588,11991,no significant difference,"A major finding is that slopes did not differ between tDCS conditions and sham-tDCS (Mean ± SEM of positive responses, tDCS: 29.6 ± 3.8 ms/item, sham-tDCS: 31.2 ± 4.1 ms/item; negative responses, tDCS: 32.1 ± 3.9 ms/item, sham-tDCS: 32.3 ± 4.9 ms/item, F[1,11] = 0.19, p > 0.6 and F[1,11] = 0.43, p > 0.5, for the main effect of polarity and response type, respectively) indicating that tDCS did not effect time required for memory scanning.",10070,10512,True
5762815,12961,no significant difference,"During the study period, rates of early fetal loss, although much lower than reported baseline values, were broadly similar in both groups (61 per 1000 pregnancies in intervention clusters vs 63 per 1000 pregnancies in control clusters; risk ratio [RR] 0·97, 95% CI 0·88–1·08; p=0·60; table 5).T",49483,49882,True
5850777,12617,no significant difference,"Clinical (14.1% versus 16.8%) and ongoing (11.0% versus 12.4%) pregnancy rates and live birth rate (10.6% versus 11.7%) were similar in both groups (r-hFSH/r-hLH and r-hFSH, respectively)",51163,51350,True
1676011,11448,significantly increase,"At week 6, α-tocopherol concentrations had increased by more than 90 %, vitamin C by more than 70 % and β-carotene over 900 % (to ~5.7 μmol/L) in the groups consuming the micronutrient containing drinks (P < 0.001 for all), whereas no change was observed in the two non-micronutrient groups (Figure 1).",34527,34874,True
59604,11197,significantly decreased,"Mortality and hospitalization were secondary endpoints, and there was an unexpected 46% lower (P < 0.05) mortality from all causes as well as significantly fewer hospitalizations in the losartan group.",5692,5910,True
5830079,12029,no significant difference,"Parenteral nutrition associated cholestasis was 11 of 110 (10.1%) in the intervention and 18 of 113 (15.9%) in the control group (P = .20). Multivariable analyses showed no statistically significant difference in the intention to treat (aOR 0.428, 95% CI 0.155-1.187; P = .10) or per protocol population (aOR 0.457, 95% CI 0.155-1.347; P = .16). There was no statistically significant effect on any other neonatal morbidity.",5158,-1,True
5830079,12029,no significant difference,The incidence of parenteral nutrition associated cholestasis was not significantly reduced using a mixed lipid emulsion in ELBW infants.,5693,5829,True
5801518,11925,significantly increase,"Participants who viewed a video without drug risk information thought that the website placed more emphasis on benefits, compared with participants who viewed the video with drug risk information (P≤.01).",7595,7817,True
5801518,11925,significantly increase,"In addition, we found that not including risk information in the videos shifted participants’ views of the website, causing them to believe that the website placed more emphasis on benefits",70508,70697,True
3653866,12158,,"Overall, the specificity for 5mm of C-Tb increased, compared to 15mm of 2 TU, but there is no data of comparison on 5 or 10mm for both of them",-1,-1,False
1676011,11449,,"statistically significant decrease was observed, but noted as an incidental finding - thus it",-1,-1,False
3659039,12558,significantly decreased,"The treatment group showed increases in plasma PC EPA and DHA and erythrocyte EPA and decreases in plasma PC and erythrocyte linoleic acid, with effects most evident late in the infusion period.",5729,5923,True
4173573,12642,significantly increase,"Addition of magnesium or dexamethasone to caudal ropivacaine significantly prolonged analgesia duration 8 (5-11) h and 12 (8-16) h, respectively compared with 4 (3-5) h with the use of ropivacaine alone. The incidence of postoperative rescue analgesia was significantly higher in group R compared with groups RM and RD.",4210,4529,True
4173573,12642,significantly increase,"postoperative analgesia persisted for a longer duration in groups RM and RD, 8 (5-11) h and 12 (8-16) h, respectively compared with 4 (3-5) h in group R, with a (P < 0.001)",14758,14947,True
1820788,11208,no significant difference,he Kaplan-Meier survival estimates were similar in the two study groups for both crude (P = 0.9) and PCR-corrected (P = 0.3) results.,23759,23892,True
1079844,11824,no significant difference,"together with a non-significant 20% (SE 12; p = 0.1) reduction in fatal strokes and 12% (SE 13; p = 0.3) reduction in deaths from other vascular causes, with no significant difference between the effects observed on these different vascular causes (heterogeneity p = 0.9).",23400,23672,True
1079844,11824,no significant difference,"There was no apparent difference between the treatment groups in the small number of deaths attributed to cerebral haemorrhage, whereas there was a non-significant reduction in fatal strokes due to ischaemic (or unknown) causes. Other vascular causes comprised deaths from peripheral vascular disease (which included ruptured aortic aneurysm) and from a variety of other cardiac conditions (including a few attributed to heart failure), again with no significant heterogeneity in the effects of simvastatin allocation on these different causes of death (heterogeneity p = 0.7).",23957,24534,True
1779263,11352,significantly increase,Individuals in the intervention arm of the study showed a significant improvement in self-reported ability to concentrate at study end as compared to those within the control arm (p < 0.05).,4498,4689,True
1779263,11352,significantly increase,"Between group comparisons at study end, controlling for baseline differences, showed the intervention group had significantly better status in the area of concentration (item 2 of the Columbia Scale) (p < 0.01 after Bonferroni correction for Type I errors).",37146,37404,True
1783667,11503,significantly increase,"MLP participants made and maintained modest but significantly greater improvements than UC participants on measures of dietary self-efficacy, exercise self-efficacy, and confidence in overcoming challenges to illness management.",53304,53532,True
1783667,11503,significantly increase,"Confidence to Overcome Challenges
UC	3.1 (.73)	3.0 (.79)	3.0 (.78)	2.9 (.76)	11.43***	.47
MLP	3.0 (.77)	3.1 (.73)	3.1 (.77)	3.1 (.81)",48584,-1,True
5826979,12827,no significant difference,"there was no statistically significant difference in movement directly to action from any “lower” decision stage by intervention group, age band, or gender,",35420,35576,True
29050,11203,,"although there is data that SMART model predicts better shock and organ failure than baseline plus serial data predictions, there is no information of the P value and the  significance of this statement",-1,-1,False
4588995,13372,no significant difference,Pain scores decreased from 6.4 to 2.4 in the closed capsule group and 6.3 to 2.2 in the control group.,6398,6501,True
4588995,13372,no significant difference,"In comparing the two groups, there were no differences in magnitudes of score improvement for PRO measures, VAS, or satisfaction. Range of motion at last follow-up was comparable.",6598,6777,True
4161888,12282,significantly decreased,Heparin was discontinued in 24/73 (33%) of patients whereas citrate was discontinued in 5/66 (8%) of patients (P < 0.001).,7154,7278,True
3661741,12265,no significant difference,"No differences were observed in total PYY AUC between conditions,",4579,4644,True
3661741,12265,no significant difference,The total PYY response to meals is not altered over the course of a 12-h day with either intermittent or continuous exercise;,5052,5177,True
4218710,13007,significantly decreased,"The intra-operative blood loss, intra-operative volume of irrigation saline and length of the hospital stay were significantly reduced in group A compared with group B.",4679,4848,True
4218710,13007,significantly decreased,"he intra-operative volume of irrigation saline was lower in group A compared with that in group B, and the difference was statistically significant (MD, −770.00; 95% CI, −1082.82 to −457.18; P<0.00001).",12911,13113,True
3531529,13357,no significant difference,"In addition, differences between leak volume and leak fraction between groups were not significant.",4734,4833,True
3531529,13357,no significant difference,The differences in leak volume and leak fraction were insignificant between the groups.,13430,13517,True
3698086,11915,significantly increase,"As compared to SHAM lungs, elastin showed abnormal deposition in DH lungs with a reduced percentage of elastin-containing crests (P = 0.025) and an increased percentage of elastic fibers in the alveolar walls (P = 0.043), which looked thickened.",55383,55663,True
1079844,11825,significantly decreased,"Based on large numbers of deaths and other relevant outcomes, the present results show that lowering LDL cholesterol by an average of 1 mmol/L produces substantial reductions in vascular (and, hence, all-cause) mortality in a wide range of individuals at increased risk of occlusive arterial disease (as well as reducing their risks of heart attacks, strokes and revascularisation procedures).",67144,67537,True
3580400,13328,no significant difference,There were no differences between treatment groups in clinical or biomarker efficacy measures,10535,10628,True
3580400,13328,no significant difference,We were unable to demonstrate clinical or biochemical evidence of efficacy of Curcumin C3 Complex® in AD in this 24-week placebo-controlled trial although preliminary data suggest limited bioavailability of this compound.,10862,-1,True
3580400,13328,no significant difference,We were unable to demonstrate clinical or biochemical evidence of efficacy against AD.,39320,39407,True
5741924,12312,no significant difference,"There were no differences in the proportion of newborns small-for-gestational age and large-for-gestational age between intervention and control groups. The prevalence of newborns with low birth weight (< 2500 g) was not different between the intervention group (5.9%) and control group (4.9%) when considering ITT analyses (p = 0.90). Macrosomia (≥ 4000 g) was 4.4% and 5.2% in the intervention and control group, respectively.",46741,47190,True
1540413,11313,no significant difference,"Although the percent of seroconversion rate was lower in the group A than the group B (60% vs. 70%), it was not significant statistically.",12117,12257,True
1540413,11313,no significant difference,"1-Group A: 11 patients received 2 ml (40 μg) of the vaccine, which was administered as a single intramuscular injection in the deltoid muscle.

2- Group B: 11 patients received 1 ml (20 μg) of the vaccine intradermally in the ventral surface of the forearm.",10219,10481,True
5809703,11675,significantly decreased,"Group P2 showed a lower incidence of complications (17%) such as hemodynamic instability and inadequate sedation than Group P1.5 (55.3%, P < 0.001) or Group P2.5 (40.4%, P = 0.012).",5255,5436,True
5747107,13196,,"HDRS is a scale, there isn't a criteria to compare",-1,-1,False
1936284,11360,significantly decreased,Children treated with B. clausii had shorter duration of RI in comparison with the control group both during the treatment phase (mean 11.7 days vs 14.37; p=0.037) and the follow-up period (mean 6.6 days vs 10.92; p=0.049).,4132,4372,True
4748327,12929,,"Overall all the criteria improved, but the improvement in some means decrease like the PPA score and proprioception and in the others improvement means increased like standing balance.",-1,-1,False
5976950,13112,no significant difference,"formal goodness-of-fit test showed no evidence that the proportional odds assumption was violated (p=0·97). In a sensitivity analysis, we detected no difference between the groups in the proportion of participants who were dead or dependent at day 90 (mRS >3) and the aOR was 0·82 (95% CI 0·65–1·03, p=0·08; table 2).Figure 1",41168,41560,True
5704406,12735,significantly increase,Time to achieve remission was significantly longer in the Group 1 (86.07 + 29.10 days) as compared to Group 2 (47.45 + 26.06 days) (P = 0.002).,13160,13320,True
1794491,11620,significantly increase,"Fasting PYY concentration was higher in patients (P < 0.05), particularly in those with feed intolerance (P < 0.05).",5596,5750,True
3935224,12130,no significant difference,"Regarding QOL, the EQ-5D was significant (p = 0.019) and the QoL-AD (Quality of Life – Alzheimer's Disease) showed a positive trend (p = 0.06) when rated by care workers, although not when rated by the participants themselves.",5799,6063,True
3935224,12130,no significant difference,"EQ-5D∗ (self)	0.74 (0.05)	0.81 (0.04)	0.74 (0.05)	0.80 (0.05)	F = 0.08, p = 0.781",35925,36311,True
3935224,12130,no significant difference,"As for QOL, the interactions of group × intervention period were not significant for either QoL-AD or EQ-5D rated by participants themselves: p = 0.673; p = 0.781, respectively.",37325,37536,True
3691625,12700,significantly increase,The mean and median survival time for subjects treated with nimotuzumab was 31.06 and 17.76 vs. 21.07 and 12.63 months for the control group.,8696,8837,True
5572237,13342,no significant difference,There were also no significant differences between groups for walking speed across the assessments,39894,39993,True
4391192,13375,significantly increase,The independent samples t-test showed subjective sleep quality in the intervention group was significantly higher than in the control group (P <0.05).,25227,25412,True
4391192,13375,significantly increase,"verall, these results support the notion that using protective devices (earplugs and eye masks) plus listening to sleep-music during the night can significantly improve subjective sleep quality in an ICU setting.",32077,32289,True
3701780,12463,no significant difference,"The decrease of total cholesterol was significantly greater in group II than in group I, but the decrease of LDL-cholesterol was not significantly different between the groups",16086,16262,True
5722980,13186,no significant difference,"At end point, symptom severity scores decreased in both groups, but there was no evidence that the changes were significantly greater among participants of the Agoraphobia Free group than among those in the Stress Free group. Similarly, at midpoint there were no significant differences in symptom severity changes between the 2 groups. Therefore, there were no significant differences between the 2 groups.",39790,40198,True
3580725,12673,significantly decreased,"Patients treated with SLED needed fewer blood transfusions (1,375 ± 2,573 ml vs. 1,976 ± 3,316 ml, P = 0.02) and had a substantial reduction in nursing time spent for renal replacement therapy (P < 0.001) resulting in lower costs.",7755,-1,True
3580725,12673,significantly decreased,The quantity of blood transfusions given was significantly higher in the CVVH than in the SLED patient cohort,35579,35688,True
5333470,13401,significantly decreased,"n the patients of the dexmedetomidine group, compared to the control group, the pain scores at rest or at coughing during 48 h postoperatively were lower (P < 0.001), the sedation scores were lower, the consumption of sufentanil and rescue meperidine were lower, and the number of episode of moderate PONV was three times lower",5265,5609,True
5333470,13401,significantly decreased,"Pair-simple comparisons (mean) showed a lower sufentanil consumption in the dexmedetomidine group than in the control group at 48 h postoperatively (Fig. 4. (a)). Total mean doses for each patient: 154 vs. 196 μg/sufentanil, P = 0.034).",24919,25212,True
4526972,12456,significantly increase,"The global ratings of competence showed significant differences in favor of the intervention group, again already at t1 and continuing at t2 (0/30 CG vs 5/27 IG rated “competent”, P=.02; 17/30 CG vs 23/27 IG, P=.02, respectively). In all, 85% (23/27) of the intervention group participants performed PBLS “competently” after having practiced with VPs and undergoing PBLS training, compared with only 57% (17/30) of the control group participants.",37405,37907,True
1090588,11992,significantly increase,"For both negative and positive response types zero intercepts for tDCS were higher (slower reaction times) than for sham-tDCS (F[1,11] = 11.77, p < 0.01) reflecting an increased time required for response selection and preparation with tDCS.",10759,11001,True
5066795,12110,significantly increase,"Treatment with golimumab yielded significantly higher MDA response rates versus patients randomized to placebo at week 14 (23.5% versus 1.0%; P < 0.0001), week 24 (28.1% versus 7.7%; P < 0.0001), and week 52 (42.4% versus 30.2%; P = 0.037).",10904,11202,True
2526991,13096,significantly decreased,The mean change of knee joint stiffness (p < 0.001) and the change of mean WOMAC score (p < 0.001) were improved on Garcinia kola as compared to the placebo.,6748,6932,True
2526991,13096,significantly decreased,"After six weeks of study, the Garcinia kola subjects had significant improvement in the mean change of knee joint stiffness (p < 0.001, CI:-2.5_-1.6, R2 = 0.90) and a change in mean WOMAC score (p < 0.001, CI:-26.8_-22.2, R2 = 0.97) when compared to the placebo.",36403,36714,True
5788993,12694,significantly decreased,"At the end of the study, surface microrelief (−26.5%), skin profilometry (−13%), skin tonicity (+30%) and skin dryness (−59.5%) significantly improved with active treatment.",4995,5169,True
5788993,12694,significantly decreased,Surface microrelief photographic score was significantly reduced by −26.5% at the end of treatment in comparison with both baseline value (2.4±0.5 vs. 3.4±0.6; p=0.001; Wilcoxon test) and value of the control side at month 3 (2.4±0.5 vs. 3.3±0.6; p=0.001; Mann–Whitney U test).,14253,14581,True
1500954,11617,no significant difference,"There was not a significant difference in the use of blood pressure medication from baseline to 6 months between the intervention and control groups (χ2 1 = 1.14, P = .56).",25132,25343,True
3611107,13237,no significant difference,"At the 12th week, a slight reduction in body weight was noted in the BNR17 group, but there were no significant weight changes between groups.",5040,5182,True
5976307,13099,significantly decreased,"VSF was detected in 17 (27.4%) and 31 (50.0%) patients in the etomidate and propofol groups, respectively (P = .010).",6580,6716,True
5976307,13099,significantly decreased,The incidence rate of VSF was significantly higher in the propofol group (50.0%) than in the etomidate group (27.4%) (P = .010),21524,21668,True
3562202,11732,significantly increase,"Increased maximal isometric joint torque, agonist EMG and peak power were significantly greater following HYBRID vs. FTP (p < .05) and effects were retained 6-months post-intervention (p’s < .05).",6250,6483,True
5834094,11725,significantly increase,"Dot mapping outperformed colour mapping in the ‘dataset co-registration’ domain (median score 24.5 vs. 10, P < 0.05).",41348,41484,True
3580327,12595,significantly increase,"At week 24, in the MOD-SEV subgroup, patients receiving memantine added to donepezil significantly outperformed those receiving placebo added to donepezil in measures of cognition (P < 0.0001), function (P = 0.02), and global status (P = 0.010), with standardised mean differences (SMDs) of 0.36, 0.21, and 0.23, respectively (all last observation carried forward).",6102,6522,True
5777641,12482,significantly increase,"Compared with the controls, patients in the intervention group had a better mental state and coping style (confrontation), higher levels of IL-2 and lower levels of cortisol (all P<0.05).",12798,13005,True
3647147,12304,no significant difference,"After at least 2 years of treatment, weight at ages 3·0–6·0 years (standardised to age 4·0 years, 50% male) was 12·72 kg albendazole versus 12·68 kg control (difference 0·04 kg, 95% CI −0·14 to 0·21, p=0·66).",5704,5913,True
3647147,12304,no significant difference,"Weight, height, and haemoglobin were not significantly improved by albendazole.",25060,25140,True
4364400,12752,significantly increase,"No significant differences in lesion conspicuity were observed between gadopentetate dimeglumine and gadoxetic acid CE T1W imaging dynamic phases, with the exception of higher lesion conspicuity score on AP1 with gadopentetate dimeglumine (3.9 ± 1.5) compared to gadoxetic acid-set (2.5 ± 1.7, P < 0.007) for observer 2.",29233,29571,True
3606371,12093,significantly increase,Summary Scores for physical and mental components and for 6 of 8 health domains showed significantly greater improvements at week16 for the ETN + MTX group;,6159,6316,True
3606371,12093,significantly increase,"Mental and physical component summary scores were both similar between the two groups at baseline. At week 16, physical component summary scores had improved by 10.0 points (31.4%) and 7.1 points (22.8%) in the ETN + MTX and DMARD + MTX groups, respectively, while mental component summary scores were improved by 7.3 points (17.5%) and 5.4 points (13.3%), respectively. The improvements were significantly greater among the ETN + MTX patients compared to DMARD + MTX patients for both physical (P = 0.003) and mental (P = 0.047) component summaries.",23064,23648,True
1579211,11792,significantly increase,"The mean incision length was 3.6 cm (range, 2–6) in the SaphLITE group versus 2.1 cm (range, 1–4) in the Clearglide group (p < 0.05).",4783,4916,True
4550271,13313,no significant difference,Community knowledge was marginally higher among households in the intervention arms but differences were not statistically significant.,75590,75725,True
115849,11582,,mistake in the searched criteria in the question,-1,-1,False
546184,11382,significantly decreased,"Duloxetine demonstrated significantly greater improvement in depressive symptom severity, compared with placebo, within both melancholic and non-melancholic cohorts (p ≤ .001 for HAMD17 total score, CGI-S and PGI-I).",4961,5189,True
3961245,12986,no significant difference,. There was no change in the HRV of the STRE and FLEX groups.,7458,7519,True
3685778,12072,significantly decreased,"Sildenafil group fetuses demonstrated a significant decrease in systolic/diastolic ratios (0.60 [SD 0.40] [95% Cl 0.37-0.84], P=0.000), and pulsatility index (0.12 [SD 0.15] [95% Cl 0.02-0.22], P=0.019) for the umbilical artery",4111,4372,True
3685778,12072,significantly decreased,"Mean umbilical artery systolic/diastolic ratio (UA S/D) significantly decreased in the Sildenafil group as compared to the the placebo group (0.60 [SD 0.40] [95% Cl 0.37-0.84], P=0.000).",15994,16199,True
