PMCID,ID,Label,Selected Text,Start,End,Valid Prompt
3659039,12555,significantly increase,"Plasma PC EPA was higher in the treatment group than in the control group at 20, 44, 68 and 72 hr (all P < 0.001).",17250,17364,True
5812877,11842,significantly increase,"Participants' skin temperature, tympanic temperature, body weight changes, heart rate, ratings of perceived exertion, and plasma volume changes were significantly higher (p < 0.05) in the hot trial compared to the cool trial.",5618,5860,True
5698974,11891,significantly increase,The ability to perform sports activities was 85.2 ± 4.6 in Endobutton and 80.5 ± 4 in Rigidfix and there is an statistically difference between the two groups (P = 0.006).,16677,16865,True
1797029,11296,no significant difference,"There was no meaningful difference in TTF between tumors with and without p53 over-expression (median time: 4.0 months versus 4.4 months; P = 0.061); however, OS was significantly reduced in this group of patients (11.5 months versus 14.4 months; P = 0.002; Figure 1). There was a trend toward a shorter TTF among patients who were HER2 positive than among those who were HER negative (2.3 months versus 4.2 months; P = 0.067),",26658,27173,True
3806786,13265,no significant difference,"The intervention was associated with a non-significant 46% reduced odds of mortality (OR 0.54, 95% CI 0.14–2.05, p = 0.37) and 54% reduction in composite EAO (OR 0.46, 95% CI 0.13–1.62, p = 0.22).",7467,7663,True
3702133,12009,significantly increase,In females MCV values in low dose and mid dose were significantly higher as compared to control (P < 0.05).,4781,4910,True
111061,11279,significantly increase,Table 5 and Figure 3 illustrate that positioning the centre of the backpack on the upper spine (T7) produced the largest horizontal displacement at all anatomical points except shoulder and fibula.,35937,36210,True
4796457,12592,no significant difference,Time of leakage urine: According to findings a significantly statistical difference wasn’t observed before and after the treatment in both groups. (The experimental group: p = 0.9 and the control group: p = 0.4). And also between the two groups wasn’t observed any differences; before the treatment (p = 0.1) and after it (p = 0.6).,19831,20170,True
3656551,12424,no significant difference,"A modest but not statistically significant improvement in immune responses was observed with the higher dose and reactogenicity, and safety of the 2 doses was not significantly different.",5893,6080,True
3580298,11938,no significant difference,"The mean changes at week 4 from baseline in the total IPSS and in the voiding, storage, and QoL subscores were -4.8±4.5, -3.7±3.9, -1.1±1.8, and -1.1±1.4 in the nonescalator group and -2.8±7.0, -1.8±5.4, -1.0±2.1, and -0.8±1.3 in the escalator group, respectively. Nonescalators achieved better improvement in IPSS-total and IPSS-voiding scores than did escalators, but the difference was not statistically significant.",13739,14159,True
5614421,12425,no significant difference,"The incidence of respiratory distress syndrome was similar in both study groups—10.5% (42/402) in the progesterone group and 10.6% (41/388) in the placebo group (adjusted relative risk [RR] 0.98, 95% confidence interval [CI] 0.64–1.49, p = 0.912)",15947,16210,True
4748327,12931,no significant difference,"Compared to the control group, SMT participants improved their fall risk score (p = 0.036), proprioception (p = 0.015), reaction time (p = 0.003), sit-to-stand performance (p = 0.011) and executive functioning (p = 0.001), while KIN participants improved their muscle strength (p = 0.032) and vision (p = 0.010), and showed a trend towards improved fall risk scores (p = 0.057)",6036,6549,True
1513247,11392,,duplicate,-1,-1,False
1084341,11356,,duplicate,-1,-1,False
4601439,12186,significantly decreased,"In group II, global aesthetic improvement scale for nasolabial folds showed mean severity index 2.02 (range 2.8–1.4) at baseline that significantly improved to the mean GAIS of 1.5 (range 2.1–0.7) for GFC (P < 0.0001). Whereas mean severity score for the PRP group was 2.14 (range 2.9–1.4) at the baseline which improved to the mean GAIS of 2.0 (range 2.7–1.4) (P < 0.01). Between both the groups, GFC showed highly significant improvement which was prominently visible within 1 month of injection than PRP (P < 0.001).",21772,22349,True
3872585,11756,significantly decreased,"After taking the pain reliever, the mean of pain score in morphine group was (0.75 ± 1.31) and in acetaminophen group was (2.41 ± 3.29), which revealed a statistically significant difference in compare to the time of before intervention. In other words, morphine (P = 0.001) and acetaminophen (P = 0.014) have been effective, separately.

Comparing the mean differences between two group by means of independent t-test have shown a significant difference after the intervention (P = 0.000). Hence, morphine has been more effective than acetaminophen in reducing renal colic pain.",11733,12385,True
1976842,11243,significantly increase,The relapse free survival (RFS) was 81%; 69% for radiotherapy alone and 93% for adjuvant chemotherapy (P = 0.002).,2862,2977,True
3714433,12570,no significant difference,"The proportion of mature oocytes and fertilization rate were not significantly different in group B than group A (70.7% vs. 66.7%; 71.1% vs. 66.4%, respectively).",5521,5684,True
3606470,12845,significantly decreased,"At week 102, mean changes from baseline HbA1c (8.06%) were +0.02% for placebo compared with -0.48% (P = 0.0008), -0.58% (P <0.0001), and -0.78% (P <0.0001) for dapagliflozin 2.5 to 5, and 10 mg, respectively.",5544,5806,True
5411411,13166,significantly decreased,"In group I, less discomfort and pain, as graded on a VAS (2.3 vs. 2.6), were noted.",7145,7229,True
1797029,11309,no significant difference,There was a trend toward a shorter median time to treatment failure among women with HER2-positive tumors (2.3 versus 4.2 months; P = 0.067). HER2 status was not related to overall survival (OS).,6931,7143,True
1852556,11567,no significant difference,CRP and triglycerides did not differ either between the two phases or during the treatment phase.,4779,4876,True
3691744,12213,no significant difference,"All doses of once-daily AZD3199 had a comparable effect to formoterol 9 μg twice-daily with regards to peak FEV1. On trough FEV1 there was a tendency towards increased bronchodilation for all doses of AZD3199 versus formoterol 9 μg twice-daily (79–93 ml increase), but no statistically significant differences were observed (p > 0.05) (Table 2).",29672,30081,True
3046499,11755,significantly increase,"Also, patients receiving haloperidol had significant correlation between blood lactate and dystonia at 1 month (P < 0.001) and 6 months (P = 0.012) and tardive dyskinesia at 1 month (P = 0.032).",5020,5269,True
2866241,12351,significantly increase,"Using a visual analogue scale, patient’s global assessment of syringe usability was 63.5 mm (Q1-Q3: 49-92) after MC administrations which increased significantly to 95.0 mm (Q1-Q3: 85-99) after administration of the HC formulation (P < 0.0001).",19426,19670,True
5850960,12698,no significant difference,no differences were observed in pre-treatment and post-treatment PSA doubling times overall or for either treatment arm.,42928,43048,True
1891198,11470,significantly increase,"It demonstrated that, in older patients with myeloma (median age: 72 years), the 2-year event-free survival was superior in patients who received 100 mg thalidomide daily in addition to standard doses of melphalan and prednisone [54% vs. 27%; hazard ratio (hr): 0.51; 95% confidence interval (ci): 0.35 to 0.75; p = 0.0006].",6532,6892,True
3269572,12106,significantly increase,"The metastasis-to-liver SI ratio was significantly higher after CMC-001 than after gadobenate dimeglumine (0.51 and 0.21 respectively, P < 0.0001).",4021,4186,True
3590541,13048,no significant difference,There was no evidence of displacement of device in either group.,15366,15430,True
1131903,11544,no significant difference,"No differences between the study groups were found, neither for general nor for more specific skills in cardiac auscultation, such as grading and characterising murmurs, and report of non existing murmurs.",18828,19033,True
3525038,13088,no significant difference,"The recorded BIS was not significantly different between two groups at all the time points (Table 2). Difference of BIS from baseline was not significant between two groups at most time points but this difference was statistically significant at the 45th minute after injection (p = 0.047, Table 3). The changing trend was not significantly different between groups with hyperbaric and isobaric bupivacaine (Figure 2).",14491,15013,True
3524789,12102,no significant difference,Changes to negative symptoms were not statistically significant after the Tai-chi class or in the waitlist group. Between group comparison also failed to reach significance.,23610,23783,True
3948438,13318,significantly decreased,"During emergence, the propofol group had the significantly lower incidence (60 vs. 87%) and severity of coughing compared with the control group (P = 0.04, P = 0.02, respectively).",4340,4520,True
3544352,12948,no significant difference,no significant differences between groups I and II were found preoperatively (P = 0.40) and postoperatively (P = 0.68) in central pachymetry.,4210,4386,True
1852321,11667,significantly increase,"The frequency of soft stools was significantly higher in the NF period, with 17% (n = 4) of infants having soft stools when receiving NF but hard stools with SF, compared to no infant with soft stools when receiving SF and hard stools with NF (McNemar test, p = 0.046).",24698,24969,True
59899,11378,significantly decreased,"The needlescopic group had a significantly shorter mean operative time (p = 0.02), reduced postoperative narcotics requirements (p = 0.05), shorter hospital stay (p = 0.04), and quicker return to work (p = 0.03) when compared with the laparoscopic group.",4495,4749,True
4757005,13065,no significant difference,"The mean time of hospital stay for group B was 13.48±6.38 hours with 10 hours as a minimum and 30 hours as a maximum value, while in group A was 21.19±11.65 hours with 12 hours as a minimum and 48 hours as a maximum value but this distribution was not significant (P≥0.05).",17038,17311,True
5781293,12180,significantly increase,"BES participants with Level IIb + V neck dissections had significantly better ΔCMS and ΔCMAP scores at 12 months (p = 0.048 and p = 0.025, respectively).",9269,9456,True
3757803,11967,significantly increase,Times to emergence and extubation in group P were significantly longer compared to group C and group D.,15619,15722,True
64502,11573,no significant difference,"The response rate for the recipients of high quality paper was 43/195 (22%) and 57/194 (29%) for standard quality paper. The relative rate of response to the questionnaire printed on high quality paper compared to standard quality was therefore 0.75 (95% CI 0.53–1.05, p = 0.1).",6687,6965,True
3562202,11731,significantly increase,"For the primary outcome (WMFT-FAS), improvements significantly different from zero were revealed following treatment block1 following both FTP and HYBRID (p < .05). These differences were significantly greater following HYBRID (mean 0.34 ± 0.06(S.E.)) as compared to FTP (mean 0.17 ± 0.06(S.E.)) (p = .03). Figure 5, Panel A).",41907,42273,True
3598524,13255,significantly decreased,"Mean number of attempts for conventional endotracheal intubation was 1.9 (95% CI 1.8-2.1), which was significantly higher compared to Combitube (1.1; 1.1-1.2), EasyTube (1.2; 1.1-1.3), Laryngeal tube (1.2; 1.1-1.3), LMA (1.4; 1.3-1.5), and I-Gel (1.6; 1.5-1.8).",29555,29816,True
5777927,13336,significantly decreased,"Except NFV, all the BV parameters showed statistical and clinically significant difference post-VT compared to baseline, whereas in the non-intervention group, the changes were not statistically significant.",38111,38318,True
5819580,12934,significantly increase,Both doses produced significantly greater pain reductions versus placebo (P≤0.05) at all evaluated times/ intervals during the 48-hour period.,5403,5563,True
4354617,12384,significantly increase,"Significant group-by-time interaction (P<0.01) was observed only for FHF, in which G3x showed a higher increase than G2x (+12.8%, and +3.0%, respectively).",23812,23987,True
3759413,13264,significantly increase,Circulating irisin increased significantly in simvastatin-treated but not in ezetimibe-treated subjects.,6888,6992,True
3691658,12162,significantly increase,25-OH-D levels increased to a significantly higher levels and PTH levels decreased in the high dose group.,5950,6056,True
5805426,12837,no significant difference,"The time to successful resolution was 26.74 ± 5.57 days for patients receiving MTX treatment combined with UAE, and 27.57 ± 5.08 days for those treated with the combination of MTX and 5-FU along with UAE (P > .05).",19171,19402,True
4518420,12324,significantly increase,"The mean duration of healing was 53.00 ± 26.75 days in medicated Ksharasutra group. Whereas in fistulotomy group, mean duration of healing was 35.67 ± 9.17 days. Ksharasutra group required significantly (P = 0.002) more number of days for healing.",15313,15578,True
4393831,11950,no significant difference,There was no significant difference regarding the New York Heat Association (NYHA) functional class between the two groups at the end of the first month (p value = 0.213).,5429,5601,True
1949842,11435,no significant difference,"At 12 mo, 5.7% (95% CI 2.5%–9.0%) of the infants were diagnosed as HIV-infected: 3.3% (95% CI 0.0%–6.9%) in the HAART group and 7.5% (95% CI 2.8%–12.3%) in the scARV for PMTCT group (log-rank test, p = 0.18).",34695,34920,True
4497726,12255,significantly increase,Analyses restricted to individuals who exercised per-protocol (n = 77) demonstrated that Simple Attention improved equivalently across all exercise groups compared to controls and a dose-response relationship was present for Visuospatial Processing.,6507,6756,True
5884496,11801,significantly decreased,"Compared to the control group, women in the intervention group reported: less past-year physical (OR 0.37, p<0.001) and sexual IPV (OR 0.34, p<0.001); and greater attendance (IRR 1.09, p<0.001) and male accompaniment at antenatal care (IRR 1.50, p<0.001)",14549,14803,True
2474855,11827,significantly increase,"Students in the intervention schools performed significantly greater levels of physical activity in the classroom than students in the control schools; higher scores indicate higher activity intensity levels (intervention students 3.40 ± 0.02 vs control students 2.17 ± 0.03, p < 0.0001).",33694,33983,True
5819580,12933,significantly decreased,"Subjects treated with either dose of meloxicam IV had significantly greater reductions in SPID48 than subjects who received placebo (P≤0.01) according to both methods of analysis (Table 3). Both doses of meloxicam IV also produced significantly greater pain reductions than placebo at other post-dose intervals (ie, in SPID6, SPID12, SPID24, SPID12–24, SPID12–48, and SPID24–48 values) according to W2LOCF and LOCF analysis methods (P≤0.05; Table 4).",26726,27354,True
1291385,11473,significantly decreased,"The mean increase in facial swelling in days 1 and 2 in Group I (dexamethasone- diclofenac K combination) was significantly less than that of Group II (diclofenac K only). This result shows that co-administration of dexamethasone diclofenac K also enhances the control of postoperative facial swelling [24,27-29].",23704,24134,True
5791469,11847,no significant difference,"pairwise comparison between groups indicated that there was statistically significant difference among face-to-face and control groups (P = 0.001), and group education and control group (P = 0.001) in terms of variable of informed choice but there was no statistically significant difference among face-to-face group and group education (P = 0.077) in terms of this variable [Table 2].",22762,23237,True
4809147,12706,significantly increase,"Participants were also asked to rate their satisfaction with five features for the three devices: ‘overall ease of use’, ‘quality of PIL instructions’, ‘preparing the dose’, ‘inhaling procedure’ and ‘clarity of dose counter’. With the exception of ‘inhaling procedure’, participants rated Spiromax significantly higher compared with both Easyhaler and Turbuhaler (p<0.001 for all comparisons).",28175,28569,True
5773922,12856,significantly increase,Blood glucose decreased significantly (P = 0·024) in the krill group and vitamin D increased significantly in the fish group (P = 0·024).,6278,6449,True
1526611,11607,no significant difference,"At study end, 13.9% of patients receiving lumiracoxib experienced 'complete' pain relief at study end compared with 5.5% of patients receiving celecoxib and 5.3% of patients receiving placebo. Furthermore, the percentages of patients who assessed their pain relief as 'a lot' were 34.7%, 30.3% and 22.7% in the lumiracoxib, celecoxib and placebo groups, respectively. With respect to pain relief, lumiracoxib was significantly superior to placebo (P = 0.001) whereas celecoxib just failed to achieve significance (P = 0.051). There was no significant difference between the active treatment groups at study end (P = 0.076).",24183,24857,True
1388215,11642,no significant difference,there was no significant difference between the untreated controls and those given the 2 weeks regimen.,5184,5289,True
29018,11293,significantly increase,Scores indicating undersedation were more common with diazepam (P <0.01),2937,3026,True
3806786,13267,no significant difference,"There were no significant differences by group for women who experienced negative side effects at the PHC. At the RH, women in the intervention group were more likely to have reported abdominal pain (OR 1.96, 95% CI 1.12–3.45, p = 0.02) (Table 5).",68296,68597,True
4967511,12534,significantly increase,"Children in the intervention arm compared with those in the control group had better results for Coordination with Precision (additional 2.58 steps balancing backwards on a beam, p =0.01),) Spatial Orientation Skills” (additional 0.46 points in correctly touched balls, p < 0.01. Higher scores indicate better spatial orientation skills)",42299,42671,True
5302797,12966,significantly increase,"The significant difference between groups was maintained at delayed retention test where the QET group exhibited significantly longer (p < .001) QE1 aiming durations (M = 592.56, SD = 136.75ms) compared to the TT group (M = 269.61, SD = 149.21ms; see Fig 2 top).",46440,46842,True
3700147,13130,significantly decreased,"And for trismus mean score at 1-hour post-operatively for experimental group is 0.36 and control group 0.66 with P value of 0.02, which shows a significant difference.",14857,15041,True
3093782,12209,significantly decreased,"Post-hoc analyses indicated that the mean TG concentrations at 2, 3 and 4 h after INT-EX and CON-EX were lower than in the control trial (p<0.05).",19755,19901,True
5861369,12572,significantly increase,"Escitalopram was associated with increased waist (median (quartiles) change 1 (0; 3) cm), P = 0.005 vs change during placebo",5040,5181,True
4005035,12866,no significant difference,"Infant hospital
 Baseline	1.17 (3.26)	12/41 (29.3)	0.88 (2.01)	11/42 (26.2)	0.63
 17-week follow-up	0.24 (0.99)	4/30 (13.3)	0.38 (1.35)	6/27 (22.2)	0.60",64776,65330,True
1586021,11363,significantly decreased,The overall proportion of men with presumed early recanalization was 13% (95% CI 12%–15%). The risk was highest with ligation and excision without FI (25%) and lowest for thermal cautery with FI (0%).,4641,4842,True
3611107,13238,no significant difference,"All serum lipids including total cholesterol, high density lipoprotein, low density lipoprotein (LDL), and triglyceride showed no significant clinical differences between the two groups.",20057,20243,True
4788673,12138,significantly increase,Groups 1 and 3 performed significantly better in test A compared to groups 2 and 4 (p < 0.05).,21519,21630,True
3669033,12806,no significant difference,A non-significant trend (p = .083) was found for an improvement in overall well-being in the TA group (+3% in Global Mood State).,20214,20343,True
3264513,11959,no significant difference,Re-analysing all the here investigated markers after normalizing for baseline value levels (week 0) again did not show any significant diet induced effects on fecal SCFA.,44669,44839,True
1779263,11353,significantly increase,"Substantial within group improvements were observed in the intervention group in the areas of fatigue (26.9%), alertness (28.2%), daytime sleepiness (31%) and work performance (19.4%), as assessed by the modified Columbia Scale, and in the areas of vitality (28.4%) and mental health (13.9%), as assessed by the SF-36 over the study period.",4921,5261,True
1705528,11514,significantly increase,"Acyclovir [13, 19]	800 mg tid × 2 days versus placebo200 mg 5 times daily × 5 days versus placebo	4.0 versus 6.0 (P = .001) 5.7 versus 7.2a (P ≤ .001)	27.0 versus 10.6% (P = .029) Was not performed",12116,12566,True
4331444,12977,significantly decreased,"In the chemoradiotherapy group there was no change in left ventricular global strain but mitral annular plane systolic excursion (MAPSE) of the ventricular septum, early diastolic filling velocity (E-velocity), and the ratio of early to late ventricular filling velocities (E/A ratio) decreased significantly (p = 0.02, p = 0.01, and p = 0.03, respectively).",6285,6643,True
4359698,13246,significantly decreased,"The VO2peak, HRpeak, peak oxygen pulse, and energy expenditure were significantly higher in the walking and running CPET compared to the cycling CPET.",24936,25112,True
5781264,12161,no significant difference,"There were no significant differences between the two groups in the duration of mechanical ventilation, ICU or hospital stay, mortality, witnessed complications of feeding or functional outcomes (Table 3).",39601,39847,True
3626633,12468,significantly decreased,−10.9 ± 7.2	−4.6 ± 4.9	<0.01,9432,9506,True
3626633,12468,significantly decreased,−12.0 ± 6.4	−6.5 ± 7.2	0.02,9533,9606,True
5862000,12092,significantly decreased,"At 8 weeks, both AZL-M/CTD FDCs reduced 24-h SBP more than OLM/HCTZ (−26.4 and −27.9 versus −20.7 mmHg; both P < 0.001)",5848,5987,True
5027814,12524,no significant difference,MRI metrics did not differ between groups.,72772,72814,True
1173136,11494,significantly decreased,"Systolic blood pressure decreased from138.2 to 132.8 mmHg (p=0.001) and Malondialdehyde (MDA) decreased from 2.4 to1.7 nmol/ml (p=0.009) by swallowing route, Cholesterol decreased from 205.1 to 195.3 mg/dl (p=0.03), triglyceride decreased from 195.7 to 174.8 mg/dl (p=0.008), MDA decreased from 2.5 to 1.6 nmol/ml (p=0.001), systolic blood pressure decreased from 137.5 to 129.8 mmHg (p=0.001), diastolic blood pressure decreased from 84.6 to 77.6 mmHg (p=0.001) and Cr decreased from 1.51 to 1.44 mg/dl (p=0.03) by chewing route too.",4518,5092,True
3544627,13189,significantly increase,"Post hoc testing revealed that in the slow condition, desire-to-eat was significantly higher at 5, 10, 15, and 20min (p < 0.001) and tended to be lower at 60min (p = 0.008) compared with the fast condition, as shown in Figure 2B.",29761,30039,True
65514,12287,no significant difference,"After taking the drugs for the first 8 weeks, no statistically significant difference was dedected in blood LDL-cholesterol between the first (Zocor©-treated) and the second (Eucor©-treated) groups. After crossover and taking drugs for further 8 weeks, a similar result was obtained, i.e., no significant difference in blood LDL-cholesterol between the first (Eucor©-treated) and the second (Zocor©-treated) groups was observed.",4585,5058,True
4364400,12748,no significant difference,There was no significant difference in image quality scores between both GBCAs (P = 0.3).,5466,5573,True
5812864,11852,significantly increase,"Biceps thickness significantly increased only in the bench-press group (28.4 ± 3.3 mm to 31.5 ± 3.7 mm, p < 0.01).",4605,4720,True
1766476,11302,significantly decreased,Number of fallers with injuries due to falls	3	15	0.002,30059,30177,True
4733222,12651,significantly increase,"Participants in ePaper conditions had higher attrition rates compared to participants in Mobile conditions, χ3 2=9.96, P=.02 (N=124).",6974,7146,True
5843211,12039,no significant difference,"The current study supports recent reviews of mostly naturalistic studies indicating changes in attachment as a result of psychotherapy. Although there were differences between conditions at the end of treatment, these largely disappeared during the follow-up period which is line with the other results of the SOPHO-NET trial.",16694,17020,True
3717762,11701,no significant difference,"There were no statistically or clinically significant between-group differences for change from baseline in cup/disc ratio, best-corrected visual acuity at week 12 or visual field. There were no clinically significant between-group differences in vital signs.",38184,38443,True
5801518,11927,no significant difference,We found no significant effects for perceived drug efficacy likelihood or magnitude (P>.05; Tables 4 and 5).,55556,55770,True
1513142,11409,no significant difference,"The length of time the children were asleep was also subject to a repeated measures analysis of variance which showed that there was no significant difference between the nights with and without aromatherapy (F = 0.59; df = 16, 160; P = 0.89).",12479,12757,True
1794254,11235,significantly increase,URO infusion markedly increased serum cGMP (P < 0.01) (fig. 5).,15410,15530,True
5816600,13217,significantly decreased,UACR was significantly less in ARB group than in non-ARB group during follow-up period in patients with G3b and/or A3 (P = 0.0003),7774,7904,True
5642889,13298,no significant difference,"The primary outcome was not reduced by cooling, compared with no intervention (mean blood loss, 513.3 vs. 478.1 g, respectively; MD = 35.2 g; 95% confidence interval = −65.3–135.7).",13757,13939,True
3713949,12330,significantly increase,"With respect to percentages of weight and BMI reductions at 1-year follow-up from baseline, almost significant differences emerged between the three groups (P=.052 for both) in favor of ECT and CBT (Figure 4). Post hoc comparisons showed a significant difference between ECT and IP (P=.027). Furthermore, ECT was significantly better after 1-year follow-up in improving or maintaining weight loss after treatment than IP alone.",54480,54984,True
5707229,12974,significantly decreased,The ED50 of 0.5% hypobaric bupivacaine USpA was 4.66 mg (95% confidence interval CI 4.69–4.63 mg) mg and that of 0.5% hypobaric ropivacaine USpA was 6.43 mg (95% CI 6.47–6.39 mg) for geriatric patients undergoing hip replacement surgery.,5923,6171,True
101395,11610,no significant difference,"The area under the pain threshold-time as well as the area under the pain tolerance-time curves did not differ significantly after administration of codeine + placebo vs. codeine + diclofenac (8.68 ± 12.7 vs. 4.87 ± 9.82 s*h and 23.3 ± 57.5 vs. 13.9 ± 35.6 s*h, respectively).",36788,37064,True
5777645,12291,significantly decreased,"Mean waist circumference decreased by 3.34 cm (SD = 9.3; CI95%: -5.56;-1.13) in the intervention group and increased by 2.65 cm (SD = 10.3; CI95%: 0.20; 5.09) in the control group, p = 0.0003",13454,13645,True
4315810,12793,significantly increase,"There were also clear differences in accumulated gaze time between the three types of health warnings, with greater gaze times for colour text compared to colour image & text, and for colour image & text compared to black & white text (F(2,58) = 52.6, p < 0.001, partial η2 = 0.645).",23833,24194,True
1291385,11474,no significant difference,there was no significant difference for trismus relief between the two medication protocols (P > 0.05).,5233,5336,True
3531529,13356,no significant difference,"Successful insertion and mechanical ventilation with both supraglottic airway devices was achieved on the first attempt in all 30 patients, and there were no significant differences with respect to insertion time.",4402,4615,True
3767897,11714,no significant difference,"Radiographic evidence of bone union was observed in all cases (52 knees of 51 patients). The mean bone union period was 11.7 weeks in group I and 12.1 weeks in group II, showing no significant difference (p=0.636) (Table 2).",15886,16149,True
5721487,12629,significantly decreased,"the mean of severity of symptoms was 7.10 ± 1.92 and 2.37 ± 1.76 before and after treatment by NBS, respectively (P < 0.001), but the mean of severity of symptoms was 6.38 ± 2.18 and 6.00 ± 1.95 before and after treatment by placebo, respectively (P = 0.096), showed in Table 2.",23409,23763,True
3698474,12638,significantly increase,"AUC was greater for supplement compared to placebo for glycerol (22.74 ± 1.98 μg · mL−1 · 2 hr−1 vs. 15.76 ± 1.36 μg · mL−1 · 2 hr−1; P = 0.001), FFA (1.62 ± 0.07 mmol · L−1· 2 hr−1 vs. 0.78 ± 0.12 mmol · L−1 · 2 hr−1; P < 0.0001), and kilocalorie expenditure (149 ± 7 kcal · 2 hr−1 vs. 122 ± 8 kcal · 2 hr−1; P = 0.005).",3644,4140,True
1794452,11332,significantly decreased,"The length of stay was significantly reduced in the supplemented patients, with a median of 0.63 days versus 0.99 days per percentage of burned BSA (p = 0.002).",16997,17174,True
1868017,13050,no significant difference,"In men, the results showed significant differences in the changes between the intervention and control groups in depression (p = 0.017) and distress (p = 0.029) and marginally significant differences in usual activities (p = 0.058) and sexual activity (p = 0.051).",5384,5648,True
5980435,13167,no significant difference,"No significant difference in incidence of transfusion reactions between cross‐matched and noncross‐matched groups (CM+ 4/24; 17%, CM– 7/24; 29%, P = .16).",6153,6325,True
3628587,11860,significantly decreased,"Before induction, MAP was similar in the study groups, but it was significantly lower in the HTEA group before and after the opening of sternum, before the closure of sternum (p<0.05).",17789,17974,True
5490100,12156,significantly decreased,"after showing videos/images in Group I, the HAM-A scoring was extremely, significantly reduced and even if we compared the same Group I before PAC and 1 h before surgery, there was highly significant reduction in anxiety score.",19911,20139,True
3646683,11912,significantly decreased,Patients in the health coaching group were significantly more likely to be admitted to hospital due to causes unrelated to cardiovascular disease (p = 0.042).,5214,5372,True
65683,11647,significantly decreased,"In the exercise group, TC : HDLC ratio at 24 months in the exercise group was significantly lower (P < 0.05) than those in the control group.",19688,19849,True
2367663,13283,no significant difference,"For house dust, we saw a decrease in mean azinphos-methyl residue concentrations in both communities, but no significant differences between intervention and control communities after adjusting for year, p = 0.49.",41712,41943,True
3525560,12360,significantly decreased,"The median parasite clearance times (PCTs) were similar in the artesunate lower and higher dose arms with 29.8 (interquartile range, IQR: 24.3–32.8) h and 29.5 (IQR: 19.8–32.4) h, respectively. With 43.1 (IQR: 33.6–54.8) h the PCT in the control group was significantly (P<0.001) slower.",39669,39957,True
4756949,12502,no significant difference,"There were no significant differences in FEF50, PEF and FIV1 between the groups.",5060,5162,True
1193545,11394,significantly decreased,"As assessed by the WOMAC index, pain level of the BNHS group decreased by 57% [95% confidence interval (CI) = 50, 63], stiffness by 63% (95% CI = 55, 71) and functional ability increased by 56% (95% CI = 50, 63).",5038,5250,True
3626227,12515,significantly decreased,"At the 12-week and six-month follow-up, autologous blood injection group showed statistically significant decrease in pain compared with corticosteroid injection group (12 weeks: VAS p = 0.013 and Nirschl stage p = 0.018; six months: VAS p = 0.006 and Nirschl p = 0.006).",4416,4688,True
5986584,13172,significantly decreased,Subjects in the intervention group had significantly more weight loss (WL:−3.7 ± 0.5 kg; Control:−1.6 ± 0.5 kg; p=0.007) than the control group and total fat mass was significantly reduced (WL:−2.1 ± 0.4; Control: 0.1 ± 0.3; p=0.015).,6579,6814,True
2825665,12549,no significant difference,"Similar to the DAD and Dependence Scale, antibody responders from the phase 2a study showed 20.2% less decline on the CDR-SOB scale compared with placebo, although this difference was not statistically significant (mean change ± SD of 7.63 ± 4.48 for placebo vs 6.09 ± 4.75 for antibody responders, p=0.185).",26714,27039,True
