UserID,Doctor Reviewed,PromptID,XML,Valid Prompt,Accept Label,Accept Reasoning,Outcome,Intervention,Comparator
lehmer16,Edin,29,3233526,True,True,True,hemoglobin levels at week 28,daily single iron tablets,no treatment
lehmer16,Milorad,29,3233526,True,False,False,hemoglobin levels at week 28,daily single iron tablets,no treatment
lehmer16,Lidija,29,3233526,True,False,False,hemoglobin levels at week 28,daily single iron tablets,no treatment
lehmer16,Annotator 1,30,3233526,True,True,True,hemoglobin levels at week 28,twice weekly single iron tablet,no treatment
lehmer16,Edin,30,3233526,True,True,True,hemoglobin levels at week 28,twice weekly single iron tablet,no treatment
lehmer16,Milorad,30,3233526,True,False,False,hemoglobin levels at week 28,twice weekly single iron tablet,no treatment
lehmer16,Lidija,30,3233526,True,False,False,hemoglobin levels at week 28,twice weekly single iron tablet,no treatment
lehmer16,Annotator 1,31,3233526,True,True,True,hemoglobin levels at week 38,weekly supplements of two iron tablets,twice weekly single iron tablet
lehmer16,Edin,31,3233526,True,False,False,hemoglobin levels at week 38,weekly supplements of two iron tablets,twice weekly single iron tablet
lehmer16,Milorad,31,3233526,True,False,False,hemoglobin levels at week 38,weekly supplements of two iron tablets,twice weekly single iron tablet
lehmer16,Lidija,31,3233526,True,False,False,hemoglobin levels at week 38,weekly supplements of two iron tablets,twice weekly single iron tablet
lehmer16,Annotator 1,32,3233526,False,False,False,hemoglobin levels at week 38,daily single iron tablets,twice weekly single iron tablet
lehmer16,Edin,32,3233526,False,False,False,hemoglobin levels at week 38,daily single iron tablets,twice weekly single iron tablet
lehmer16,Milorad,32,3233526,False,False,False,hemoglobin levels at week 38,daily single iron tablets,twice weekly single iron tablet
lehmer16,Lidija,32,3233526,False,False,False,hemoglobin levels at week 38,daily single iron tablets,twice weekly single iron tablet
lehmer16,Annotator 1,33,3233526,True,True,True,ferritin levels at week 28,daily single iron tablets,weekly supplements of two iron tablets
lehmer16,Edin,33,3233526,True,True,True,ferritin levels at week 28,daily single iron tablets,weekly supplements of two iron tablets
lehmer16,Milorad,33,3233526,True,True,True,ferritin levels at week 28,daily single iron tablets,weekly supplements of two iron tablets
lehmer16,Lidija,33,3233526,True,True,True,ferritin levels at week 28,daily single iron tablets,weekly supplements of two iron tablets
lehmer16,Annotator 1,34,3233526,True,True,True,ferritin levels at week 28,daily single iron tablets,twice weekly single iron tablet
lehmer16,Edin,34,3233526,True,True,True,ferritin levels at week 28,daily single iron tablets,twice weekly single iron tablet
lehmer16,Milorad,34,3233526,True,True,True,ferritin levels at week 28,daily single iron tablets,twice weekly single iron tablet
lehmer16,Lidija,34,3233526,True,True,True,ferritin levels at week 28,daily single iron tablets,twice weekly single iron tablet
lehmer16,Annotator 1,35,3233526,True,True,True,ferritin levels at week 38,weekly supplements of two iron tablets,twice weekly single iron tablet
lehmer16,Edin,35,3233526,True,True,True,ferritin levels at week 38,weekly supplements of two iron tablets,twice weekly single iron tablet
lehmer16,Milorad,35,3233526,True,True,True,ferritin levels at week 38,weekly supplements of two iron tablets,twice weekly single iron tablet
lehmer16,Lidija,35,3233526,True,True,True,ferritin levels at week 38,weekly supplements of two iron tablets,twice weekly single iron tablet
lehmer16,Annotator 1,36,3233526,True,True,True,ferritin levels at week 38,weekly supplements of two iron tablets,daily single iron tablets
lehmer16,Edin,36,3233526,True,True,True,ferritin levels at week 38,weekly supplements of two iron tablets,daily single iron tablets
lehmer16,Milorad,36,3233526,True,True,True,ferritin levels at week 38,weekly supplements of two iron tablets,daily single iron tablets
lehmer16,Lidija,36,3233526,True,True,True,ferritin levels at week 38,weekly supplements of two iron tablets,daily single iron tablets
lehmer16,Annotator 1,37,3233526,True,True,True,ferritin levels at week 38,daily single iron tablets,twice weekly single iron tablet
lehmer16,Edin,37,3233526,True,True,True,ferritin levels at week 38,daily single iron tablets,twice weekly single iron tablet
lehmer16,Milorad,37,3233526,True,True,True,ferritin levels at week 38,daily single iron tablets,twice weekly single iron tablet
lehmer16,Lidija,37,3233526,True,True,True,ferritin levels at week 38,daily single iron tablets,twice weekly single iron tablet
lehmer16,Annotator 1,38,2674549,True,True,True,symptoms of RA,golimumab and methotrexate,methotrexate
lehmer16,Edin,38,2674549,True,True,True,symptoms of RA,golimumab and methotrexate,methotrexate
lehmer16,Milorad,38,2674549,True,True,True,symptoms of RA,golimumab and methotrexate,methotrexate
lehmer16,Lidija,38,2674549,True,True,True,symptoms of RA,golimumab and methotrexate,methotrexate
lehmer16,Annotator 1,39,2674549,True,True,True,physical function,golimumab and methotrexate,methotrexate
lehmer16,Edin,39,2674549,True,True,True,physical function,golimumab and methotrexate,methotrexate
lehmer16,Milorad,39,2674549,True,True,True,physical function,golimumab and methotrexate,methotrexate
lehmer16,Lidija,39,2674549,True,True,True,physical function,golimumab and methotrexate,methotrexate
lehmer16,Annotator 1,40,2674549,True,True,True,ACR20 ,placebo and methotrexate,Golimumab 100 mg and placebo
lehmer16,Edin,40,2674549,True,True,True,ACR20 ,placebo and methotrexate,Golimumab 100 mg and placebo
lehmer16,Milorad,40,2674549,True,True,True,ACR20 ,placebo and methotrexate,Golimumab 100 mg and placebo
lehmer16,Lidija,40,2674549,True,True,True,ACR20 ,placebo and methotrexate,Golimumab 100 mg and placebo
lehmer16,Annotator 1,41,2674549,True,True,True,Median HAQ-DI score,placebo and methotrexate,Golimumab 100 mg and placebo
lehmer16,Edin,41,2674549,True,True,True,Median HAQ-DI score,placebo and methotrexate,Golimumab 100 mg and placebo
lehmer16,Milorad,41,2674549,True,True,True,Median HAQ-DI score,placebo and methotrexate,Golimumab 100 mg and placebo
lehmer16,Lidija,41,2674549,True,True,True,Median HAQ-DI score,placebo and methotrexate,Golimumab 100 mg and placebo
lehmer16,Annotator 1,42,2674549,True,True,True,HAQ-DI score,50mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Edin,42,2674549,True,True,True,HAQ-DI score,50mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Milorad,42,2674549,True,True,True,HAQ-DI score,50mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Lidija,42,2674549,True,True,True,HAQ-DI score,50mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Annotator 1,43,2674549,True,True,True,HAQ-DI score,100mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Edin,43,2674549,True,True,True,HAQ-DI score,100mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Milorad,43,2674549,True,True,True,HAQ-DI score,100mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Lidija,43,2674549,True,True,True,HAQ-DI score,100mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Annotator 1,44,2674549,True,True,True,serious adverse events,100mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Edin,44,2674549,True,False,False,serious adverse events,100mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Milorad,44,2674549,True,False,False,serious adverse events,100mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Lidija,44,2674549,True,True,True,serious adverse events,100mg of Golimumab and methotrexate,placebo and methotrexate
lehmer16,Annotator 1,45,2674549,True,True,True,serious adverse events,100mg of Golimumab and methotrexate,Golimumab 100 mg and placebo
lehmer16,Edin,45,2674549,True,False,False,serious adverse events,100mg of Golimumab and methotrexate,Golimumab 100 mg and placebo
lehmer16,Milorad,45,2674549,True,False,False,serious adverse events,100mg of Golimumab and methotrexate,Golimumab 100 mg and placebo
lehmer16,Lidija,45,2674549,True,True,True,serious adverse events,100mg of Golimumab and methotrexate,Golimumab 100 mg and placebo
lehmer16,Annotator 1,46,2674549,True,True,True,serious adverse events,100mg of Golimumab and methotrexate,50mg of Golimumab and methotrexate
lehmer16,Edin,46,2674549,True,False,False,serious adverse events,100mg of Golimumab and methotrexate,50mg of Golimumab and methotrexate
lehmer16,Milorad,46,2674549,True,False,False,serious adverse events,100mg of Golimumab and methotrexate,50mg of Golimumab and methotrexate
lehmer16,Lidija,46,2674549,True,False,False,serious adverse events,100mg of Golimumab and methotrexate,50mg of Golimumab and methotrexate
lehmer16,Annotator 1,47,524504,True,True,True,induction-delivery interval,misoprostol,dinoprostone
lehmer16,Edin,47,524504,True,True,True,induction-delivery interval,misoprostol,dinoprostone
lehmer16,Milorad,47,524504,True,True,True,induction-delivery interval,misoprostol,dinoprostone
lehmer16,Lidija,47,524504,True,True,True,induction-delivery interval,misoprostol,dinoprostone
lehmer16,Annotator 1,48,524504,True,True,True,number of women who deliver within 12 hours,misoprostol,dinoprostone
lehmer16,Edin,48,524504,True,True,True,number of women who deliver within 12 hours,misoprostol,dinoprostone
lehmer16,Milorad,48,524504,True,True,True,number of women who deliver within 12 hours,misoprostol,dinoprostone
lehmer16,Lidija,48,524504,True,True,True,number of women who deliver within 12 hours,misoprostol,dinoprostone
lehmer16,Annotator 1,49,524504,True,True,True,number of women who deliver within 24 hours,misoprostol,dinoprostone
lehmer16,Edin,49,524504,True,True,True,number of women who deliver within 24 hours,misoprostol,dinoprostone
lehmer16,Milorad,49,524504,True,True,True,number of women who deliver within 24 hours,misoprostol,dinoprostone
lehmer16,Lidija,49,524504,True,True,True,number of women who deliver within 24 hours,misoprostol,dinoprostone
lehmer16,Annotator 1,50,524504,True,True,True,spontaneous rupture of membranes,misoprostol,dinoprostone
lehmer16,Edin,50,524504,True,True,True,spontaneous rupture of membranes,misoprostol,dinoprostone
lehmer16,Milorad,50,524504,True,True,True,spontaneous rupture of membranes,misoprostol,dinoprostone
lehmer16,Lidija,50,524504,True,True,True,spontaneous rupture of membranes,misoprostol,dinoprostone
lehmer16,Annotator 1,51,524504,True,True,True,administration of oxytocin augmentation,misoprostol,dinoprostone
lehmer16,Edin,51,524504,True,True,True,administration of oxytocin augmentation,misoprostol,dinoprostone
lehmer16,Milorad,51,524504,True,True,True,administration of oxytocin augmentation,misoprostol,dinoprostone
lehmer16,Lidija,51,524504,True,True,True,administration of oxytocin augmentation,misoprostol,dinoprostone
lehmer16,Annotator 1,52,524504,True,True,True,Caesarean section rate,dinoprostone,misoprostol
lehmer16,Edin,52,524504,True,True,True,Caesarean section rate,dinoprostone,misoprostol
lehmer16,Milorad,52,524504,True,True,True,Caesarean section rate,dinoprostone,misoprostol
lehmer16,Lidija,52,524504,True,True,True,Caesarean section rate,dinoprostone,misoprostol
lehmer16,Annotator 1,53,524504,True,True,True,abnormal fetal heart rate,dinoprostone,misoprostol
lehmer16,Edin,53,524504,True,True,True,abnormal fetal heart rate,dinoprostone,misoprostol
lehmer16,Milorad,53,524504,True,True,True,abnormal fetal heart rate,dinoprostone,misoprostol
lehmer16,Lidija,53,524504,True,True,True,abnormal fetal heart rate,dinoprostone,misoprostol
lehmer16,Annotator 1,54,524504,True,True,True,uterine tachysystole,misoprostol,dinoprostone
lehmer16,Edin,54,524504,True,True,True,uterine tachysystole,misoprostol,dinoprostone
lehmer16,Milorad,54,524504,True,True,True,uterine tachysystole,misoprostol,dinoprostone
lehmer16,Lidija,54,524504,True,True,True,uterine tachysystole,misoprostol,dinoprostone
lehmer16,Annotator 1,55,524504,True,True,True,Uterine Hyperstimulation,misoprostol,dinoprostone
lehmer16,Edin,55,524504,True,True,True,Uterine Hyperstimulation,misoprostol,dinoprostone
lehmer16,Milorad,55,524504,True,True,True,Uterine Hyperstimulation,misoprostol,dinoprostone
lehmer16,Lidija,55,524504,True,True,True,Uterine Hyperstimulation,misoprostol,dinoprostone
lehmer16,Annotator 1,56,524504,True,True,True,Meconium stained AF,dinoprostone,misoprostol
lehmer16,Edin,56,524504,True,True,True,Meconium stained AF,dinoprostone,misoprostol
lehmer16,Milorad,56,524504,True,True,True,Meconium stained AF,dinoprostone,misoprostol
lehmer16,Lidija,56,524504,True,True,True,Meconium stained AF,dinoprostone,misoprostol
lehmer16,Annotator 1,57,524504,True,True,True,perinatal death,dinoprostone,misoprostol
lehmer16,Edin,57,524504,True,True,True,perinatal death,dinoprostone,misoprostol
lehmer16,Milorad,57,524504,True,True,True,perinatal death,dinoprostone,misoprostol
lehmer16,Lidija,57,524504,True,True,True,perinatal death,dinoprostone,misoprostol
lehmer16,Annotator 1,58,524504,True,True,True,Neonatal resuscitation,dinoprostone,misoprostol
lehmer16,Edin,58,524504,True,True,True,Neonatal resuscitation,dinoprostone,misoprostol
lehmer16,Milorad,58,524504,True,True,True,Neonatal resuscitation,dinoprostone,misoprostol
lehmer16,Lidija,58,524504,True,True,True,Neonatal resuscitation,dinoprostone,misoprostol
lehmer16,Annotator 1,59,524504,True,True,True,Core blood pH,dinoprostone,misoprostol
lehmer16,Edin,59,524504,True,True,True,Core blood pH,dinoprostone,misoprostol
lehmer16,Milorad,59,524504,True,True,True,Core blood pH,dinoprostone,misoprostol
lehmer16,Lidija,59,524504,True,True,True,Core blood pH,dinoprostone,misoprostol
lehmer16,Annotator 1,60,524504,True,True,True,Hyperbilirubinemia,dinoprostone,misoprostol
lehmer16,Edin,60,524504,True,True,True,Hyperbilirubinemia,dinoprostone,misoprostol
lehmer16,Milorad,60,524504,True,True,True,Hyperbilirubinemia,dinoprostone,misoprostol
lehmer16,Lidija,60,524504,True,True,True,Hyperbilirubinemia,dinoprostone,misoprostol
lehmer16,Annotator 1,61,524504,True,True,True,Birth trauma,dinoprostone,misoprostol
lehmer16,Edin,61,524504,True,True,True,Birth trauma,dinoprostone,misoprostol
lehmer16,Milorad,61,524504,True,True,True,Birth trauma,dinoprostone,misoprostol
lehmer16,Lidija,61,524504,True,True,True,Birth trauma,dinoprostone,misoprostol
lehmer16,Annotator 1,62,1764008,True,True,True,rates of vacuum-assisted delivery rate,Meperidine analgesia,epidural analgesia
lehmer16,Edin,62,1764008,True,True,True,rates of vacuum-assisted delivery rate,Meperidine analgesia,epidural analgesia
lehmer16,Milorad,62,1764008,True,True,True,rates of vacuum-assisted delivery rate,Meperidine analgesia,epidural analgesia
lehmer16,Lidija,62,1764008,True,True,True,rates of vacuum-assisted delivery rate,Meperidine analgesia,epidural analgesia
lehmer16,Annotator 1,63,1764008,True,True,True,c-section,Meperidine analgesia,epidural analgesia
lehmer16,Edin,63,1764008,True,True,True,c-section,Meperidine analgesia,epidural analgesia
lehmer16,Milorad,63,1764008,True,True,True,c-section,Meperidine analgesia,epidural analgesia
lehmer16,Lidija,63,1764008,True,True,True,c-section,Meperidine analgesia,epidural analgesia
lehmer16,Annotator 1,64,1764008,True,True,True,duration of labor stages,Meperidine analgesia,epidural analgesia
lehmer16,Edin,64,1764008,True,True,True,duration of labor stages,Meperidine analgesia,epidural analgesia
lehmer16,Milorad,64,1764008,True,True,True,duration of labor stages,Meperidine analgesia,epidural analgesia
lehmer16,Lidija,64,1764008,True,True,True,duration of labor stages,Meperidine analgesia,epidural analgesia
lehmer16,Annotator 1,65,1764008,True,True,True,oxytocin augmentation,Meperidine analgesia,epidural analgesia
lehmer16,Edin,65,1764008,True,True,True,oxytocin augmentation,Meperidine analgesia,epidural analgesia
lehmer16,Milorad,65,1764008,True,True,True,oxytocin augmentation,Meperidine analgesia,epidural analgesia
lehmer16,Lidija,65,1764008,True,True,True,oxytocin augmentation,Meperidine analgesia,epidural analgesia
lehmer16,Annotator 1,66,1764008,True,True,True,preanalgesic visual analog pain,Meperidine analgesia,epidural analgesia
lehmer16,Edin,66,1764008,True,True,True,preanalgesic visual analog pain,Meperidine analgesia,epidural analgesia
lehmer16,Milorad,66,1764008,True,False,False,preanalgesic visual analog pain,Meperidine analgesia,epidural analgesia
lehmer16,Lidija,66,1764008,True,True,True,preanalgesic visual analog pain,Meperidine analgesia,epidural analgesia
lehmer16,Annotator 1,67,1764008,True,True,True,pain levels during first stage labor,epidural analgesia,Meperidine analgesia
lehmer16,Edin,67,1764008,True,False,False,pain levels during first stage labor,epidural analgesia,Meperidine analgesia
lehmer16,Milorad,67,1764008,True,True,True,pain levels during first stage labor,epidural analgesia,Meperidine analgesia
lehmer16,Lidija,67,1764008,True,True,True,pain levels during first stage labor,epidural analgesia,Meperidine analgesia
lehmer16,Annotator 1,68,1764008,True,True,True,pain levels during second stage labor,epidural analgesia,Meperidine analgesia
lehmer16,Edin,68,1764008,True,True,True,pain levels during second stage labor,epidural analgesia,Meperidine analgesia
lehmer16,Milorad,68,1764008,True,True,True,pain levels during second stage labor,epidural analgesia,Meperidine analgesia
lehmer16,Lidija,68,1764008,True,False,False,pain levels during second stage labor,epidural analgesia,Meperidine analgesia
lehmer16,Annotator 1,69,1764008,True,True,True,hypotension,epidural analgesia,Meperidine analgesia
lehmer16,Edin,69,1764008,True,True,True,hypotension,epidural analgesia,Meperidine analgesia
lehmer16,Milorad,69,1764008,True,True,True,hypotension,epidural analgesia,Meperidine analgesia
lehmer16,Lidija,69,1764008,True,True,True,hypotension,epidural analgesia,Meperidine analgesia
lehmer16,Annotator 1,70,1764008,True,True,True,nausea and vomiting,Meperidine analgesia,epidural analgesia
lehmer16,Edin,70,1764008,True,True,True,nausea and vomiting,Meperidine analgesia,epidural analgesia
lehmer16,Milorad,70,1764008,True,True,True,nausea and vomiting,Meperidine analgesia,epidural analgesia
lehmer16,Lidija,70,1764008,True,True,True,nausea and vomiting,Meperidine analgesia,epidural analgesia
lehmer16,Annotator 1,71,1764008,True,True,True,obstetric outcome,Meperidine analgesia,epidural analgesia
lehmer16,Edin,71,1764008,True,True,True,obstetric outcome,Meperidine analgesia,epidural analgesia
